"주연","총횟수","cluster","횟수","누적관객수__개봉일스크린수","누적관객수__스크린수","누적관객수__상영횟수","평균_관람객_개스크","평균_관람객_스크","평균_관람객_상횟","관람객개스크점수"
"엄지원",15,4,1,4938.25,4763.88141239174,56.3362090020248,4938.25,4763.88141239174,56.3362090020248,4938.25
"엄태웅",9,1,2,6130.60986980999,5062.60542131351,66.2484908978075,3065.304934905,2531.30271065675,33.1242454489037,4334.99581175182
"엄태웅",9,2,6,28286.0084088019,25123.7024390891,200.903266998411,4714.33473480031,4187.28373984818,33.4838778330684,11547.7145769398
"엄태웅",9,3,1,7488.59198542805,6932.94603709949,38.7600241352327,7488.59198542805,6932.94603709949,38.7600241352327,7488.59198542805
"엄태웅",9,4,0,0,0,0,0,0,0,0
"에드 해리스",1,1,0,0,0,0,0,0,0,0
"에드 해리스",1,2,0,0,0,0,0,0,0,0
"에드 해리스",1,3,0,0,0,0,0,0,0,0
"에드 해리스",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"염정아",13,1,3,8197.35361852234,7410.27253031942,90.841564861094,2732.45120617411,2470.09084343981,30.2805216203647,4732.74431829643
"염정아",13,2,3,8208.69437904855,7623.8846130967,86.0484533365659,2736.23145968285,2541.29487103223,28.6828177788553,4739.29190943905
"염정아",13,3,4,16388.9704238279,15521.161517798,156.734445129861,4097.24260595697,3880.29037944951,39.1836112824652,8194.48521191393
"염정아",13,4,3,7986.49865200935,7084.62681705569,118.799471503307,2662.16621733645,2361.5422723519,39.5998238344356,4611.00714662018
"오달수",44,1,9,36778.1563417363,29910.3543742496,251.064274640286,4086.46181574848,3323.37270824995,27.8960305155873,12259.3854472454
"오달수",44,2,12,44877.5892610478,40908.7396407504,427.879094780679,3739.79910508732,3409.0616367292,35.6565912317232,12955.0441202237
"오달수",44,3,16,133719.618170103,105137.811910942,824.9501434382,8357.47613563146,6571.11324443386,51.5593839648875,33429.9045425258
"오달수",44,4,7,70428.7920441501,60214.9115163052,446.967144180947,10061.2560063072,8602.13021661503,63.8524491687067,26619.5812696437
"오지호",4,1,0,0,0,0,0,0,0,0
"오지호",4,2,2,641.539093484419,627.23397039844,23.1663553369044,320.76954674221,313.61698519922,11.5831776684522,453.636643399103
"오지호",4,3,1,9665.23031496063,7074.83717579251,62.4745454314107,9665.23031496063,7074.83717579251,62.4745454314107,9665.23031496063
"오지호",4,4,1,3059.3587994543,2761.7118226601,47.3642968783002,3059.3587994543,2761.7118226601,47.3642968783002,3059.3587994543
"옥타비아 스펜서",1,1,0,0,0,0,0,0,0,0
"옥타비아 스펜서",1,2,0,0,0,0,0,0,0,0
"옥타비아 스펜서",1,3,0,0,0,0,0,0,0,0
"옥타비아 스펜서",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"왕석현",2,1,0,0,0,0,0,0,0,0
"왕석현",2,2,2,26577.9200534485,22750.1890051323,95.9135515214789,13288.9600267242,11375.0945025661,47.9567757607394,18793.4274996273
"왕석현",2,3,0,0,0,0,0,0,0,0
"왕석현",2,4,0,0,0,0,0,0,0,0
"원빈",4,1,2,44328.05465801,30559.7301050896,174.477933470143,22164.027329005,15279.8650525448,87.2389667350714,31344.6680454868
"원빈",4,2,1,15032.7299270073,12332.2395209581,56.2316450511945,15032.7299270073,12332.2395209581,56.2316450511945,15032.7299270073
"원빈",4,3,1,5263.69964664311,4640.58255451713,41.7221560911395,5263.69964664311,4640.58255451713,41.7221560911395,5263.69964664311
"원빈",4,4,0,0,0,0,0,0,0,0
"유다인",10,1,4,11840.5830874126,10261.627938319,99.8386788444247,2960.14577185316,2565.40698457974,24.9596697111062,5920.29154370632
"유다인",10,2,4,6919.62859338154,6587.30464497081,88.7366495947072,1729.90714834538,1646.8261612427,22.1841623986768,3459.81429669077
"유다인",10,3,1,5236.54923413567,4584.48850574713,40.9665673788003,5236.54923413567,4584.48850574713,40.9665673788003,5236.54923413567
"유다인",10,4,1,5125.72952853598,5119.37794299876,59.767056304612,5125.72952853598,5119.37794299876,59.767056304612,5125.72952853598
"유선",13,1,3,5272.07631131617,4895.01052188822,83.95495357412,1757.35877043872,1631.67017396274,27.9849845247067,3043.83467752664
"유선",13,2,6,8908.22747429146,8016.77569145067,129.917816587221,1484.70457904858,1336.12928190844,21.6529694312035,3636.7686374427
"유선",13,3,2,8227.27211627235,7647.65632119723,99.7739355039224,4113.63605813618,3823.82816059861,49.8869677519612,5817.55990408318
"유선",13,4,2,9544.01429829132,8818.03009520878,80.6256461884167,4772.00714914566,4409.01504760439,40.3128230942084,6748.63723006316
"유아인",11,1,2,2019.49491812535,1867.5082665175,28.6602719302626,1009.74745906268,933.754133258748,14.3301359651313,1427.99855117821
"유아인",11,2,2,6540.13009806387,5535.41747922571,56.1867333946657,3270.06504903193,2767.70873961285,28.0933666973329,4624.5703421832
"유아인",11,3,4,15306.2256280476,12201.0261040386,124.325584950208,3826.55640701191,3050.25652600966,31.081396237552,7653.11281402382
"유아인",11,4,3,22762.6867168681,20376.4214270818,154.7566877919,7587.56223895603,6792.14047569394,51.5855625973001,13142.0433034629
"유준상",8,1,3,8391.61998250756,7795.88309633273,115.638038537116,2797.20666083585,2598.62769877758,38.5460128457055,4844.90405583778
"유준상",8,2,0,0,0,0,0,0,0,0
"유준상",8,3,5,16229.2706305927,14409.6146566572,189.349966682569,3245.85412611853,2881.92293133144,37.8699933365137,7257.95047104921
"유준상",8,4,0,0,0,0,0,0,0,0
"유지태",12,1,3,7526.87177824607,6543.25309781853,89.3300351632949,2508.95725941536,2181.08436593951,29.776678387765,4345.64144732616
"유지태",12,2,5,10094.9553154303,9082.89012871589,128.598085398362,2018.99106308607,1816.57802574318,25.7196170796724,4514.60126302501
"유지태",12,3,1,2708.38636363636,2613.35526315789,30.5029691819392,2708.38636363636,2613.35526315789,30.5029691819392,2708.38636363636
"유지태",12,4,3,8384.1100581884,7469.49097551408,92.9882624132137,2794.70335272947,2489.83032517136,30.9960874710712,4840.56819901052
"유해진",37,1,8,86409.1260839294,63102.7714238314,336.487017756104,10801.1407604912,7887.84642797892,42.060877219513,30550.2395051749
"유해진",37,2,11,59451.2133917502,48425.695277141,423.007663920106,5404.65576288638,4402.33593428554,38.4552421745551,17925.2152865262
"유해진",37,3,13,72675.403525477,60489.6569090371,603.718534793353,5590.41565580592,4653.05053146439,46.4398872917964,20156.5302981649
"유해진",37,4,5,36351.2812268925,31232.9187625877,267.559397532488,7270.25624537849,6246.58375251754,53.5118795064976,16256.7871785087
"유호정",3,1,0,0,0,0,0,0,0,0
"유호정",3,2,3,21305.1383952768,15991.1617306953,96.6969110486169,7101.7127984256,5330.3872435651,32.2323036828723,12300.5273876353
"유호정",3,3,0,0,0,0,0,0,0,0
"유호정",3,4,0,0,0,0,0,0,0,0
"윤경호",24,1,2,956.547751619941,904.598233136183,24.0261555403308,478.27387580997,452.299116568092,12.0130777701654,676.381401699206
"윤경호",24,2,6,12935.6391799237,9768.69826159392,177.800424573921,2155.93986332061,1628.11637693232,29.6334040956535,5280.95258126121
"윤경호",24,3,9,30460.7479209386,25197.4635297459,273.532275931182,3384.52754677095,2799.71816997176,30.3924751034647,10153.5826403129
"윤경호",24,4,7,33212.4862549206,27108.7859411856,378.683624845517,4744.64089356008,3872.68370588365,54.0976606922167,12553.1398646673
"윤계상",10,1,2,4121.53296703297,3550.41275591878,61.6703960602779,2060.76648351648,1775.20637795939,30.8351980301389,2914.36390987292
"윤계상",10,2,5,18009.3930962758,11172.2640884907,145.554774025713,3601.87861925515,2234.45281769814,29.1109548051425,8054.04543935761
"윤계상",10,3,3,5616.49029858574,5182.52722813674,93.0838956496493,1872.16343286191,1727.50907604558,31.0279652165498,3242.6821857894
"윤계상",10,4,0,0,0,0,0,0,0,0
"윤여정",12,1,1,6746.97727272727,6361.43571428571,54.0708518001336,6746.97727272727,6361.43571428571,54.0708518001336,6746.97727272727
"윤여정",12,2,5,11263.0409028142,9724.49912784103,132.950615785746,2252.60818056285,1944.89982556821,26.5901231571492,5036.98501841065
"윤여정",12,3,6,17919.2252146269,15742.3681282386,188.396072582237,2986.53753577115,2623.72802137311,31.3993454303728,7315.49306030838
"윤여정",12,4,0,0,0,0,0,0,0,0
"이경영",40,1,4,4098.33586055929,3439.09315243372,70.21671833098,1024.58396513982,859.773288108431,17.554179582745,2049.16793027965
"이경영",40,2,8,10928.6247947493,8905.60617558007,179.995816212187,1366.07809934366,1113.20077194751,22.4994770265234,3863.85235070534
"이경영",40,3,19,84718.8223938956,73598.4323141132,756.884282985443,4458.8853891524,3873.6017007428,39.8360148939707,19435.8308121453
"이경영",40,4,9,46090.5135409542,39642.9774055317,497.847956056415,5121.16817121713,4404.7752672813,55.3164395618239,15363.5045136514
"이광수",10,1,0,0,0,0,0,0,0,0
"이광수",10,2,7,12520.5393346961,10560.3017646763,167.516123066457,1788.64847638516,1508.6145378109,23.9308747237796,4732.31905142973
"이광수",10,3,2,5260.89624449639,4352.22121868164,58.8244364334968,2630.44812224819,2176.11060934082,29.4122182167484,3720.01540960224
"이광수",10,4,1,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926
"이다희",5,1,2,1245.39705882353,1085.89641853933,27.539064045967,622.698529411765,542.948209269663,13.7695320229835,880.628705563899
"이다희",5,2,3,10912.1163190987,9913.68751197,82.3598149903561,3637.37210636622,3304.56250399,27.453271663452,6300.11329426013
"이다희",5,3,0,0,0,0,0,0,0,0
"이다희",5,4,0,0,0,0,0,0,0,0
"이문수",1,1,0,0,0,0,0,0,0,0
"이문수",1,2,1,6942.02298850575,6397.83898305085,52.4467678627253,6942.02298850575,6397.83898305085,52.4467678627253,6942.02298850575
"이문수",1,3,0,0,0,0,0,0,0,0
"이문수",1,4,0,0,0,0,0,0,0,0
"이미연",4,1,1,1499.46192893401,1386.82629107981,16.9825227089801,1499.46192893401,1386.82629107981,16.9825227089801,1499.46192893401
"이미연",4,2,0,0,0,0,0,0,0,0
"이미연",4,3,3,12107.3036744169,10570.8111586636,131.785086396919,4035.7678914723,3523.60371955454,43.9283621323063,6990.15503558513
"이미연",4,4,0,0,0,0,0,0,0,0
"이민기",11,1,2,2608.18363761842,2441.2380952381,52.8482361388816,1304.09181880921,1220.61904761905,26.4241180694408,1844.26433673978
"이민기",11,2,5,16957.6828677152,13382.7484875242,152.740132194333,3391.53657354303,2676.54969750485,30.5480264388666,7583.70632661893
"이민기",11,3,3,31494.2876571897,24192.2842214265,157.09555314813,10498.0958857299,8064.09474047549,52.3651843827099,18183.235456814
"이민기",11,4,1,2143.97894736842,1956.87429943955,32.6089149200165,2143.97894736842,1956.87429943955,32.6089149200165,2143.97894736842
"이범수",19,1,9,35960.0295114936,31797.7855605994,283.429053273877,3995.5588346104,3533.08728451104,31.4921170304308,11986.6765038312
"이범수",19,2,7,20068.3616102985,18322.5981818456,228.809442756446,2866.90880147122,2617.51402597795,32.6870632509208,7585.1277201951
"이범수",19,3,3,16447.9520790528,14389.1615392225,157.491506596408,5482.65069301759,4796.38717974083,52.4971688654694,9496.22956045919
"이범수",19,4,0,0,0,0,0,0,0,0
"이병헌",15,1,2,7582.26866050574,7196.67109701253,93.0471321071729,3791.13433025287,3598.33554850626,46.5235660535864,5361.47358662185
"이병헌",15,2,2,4946.99468278622,4808.85039308176,57.2646706789172,2473.49734139311,2404.42519654088,28.6323353394586,3498.05348669193
"이병헌",15,3,6,39772.4740212254,30952.6949632944,281.325610682105,6628.74567020423,5158.78249388241,46.8876017803508,16237.0445266837
"이병헌",15,4,5,25493.4190417334,22545.9507851169,274.05323807762,5098.68380834669,4509.19015702338,54.8106476155239,11401.0035912407
"이서진",4,1,1,1283.12820512821,1283.12820512821,32.1629650789117,1283.12820512821,1283.12820512821,32.1629650789117,1283.12820512821
"이서진",4,2,1,2112.69105691057,1968.64393939394,28.6458689301659,2112.69105691057,1968.64393939394,28.6458689301659,2112.69105691057
"이서진",4,3,1,3279.01733102253,2668.53737658674,40.0531998221733,3279.01733102253,2668.53737658674,40.0531998221733,3279.01733102253
"이서진",4,4,1,4897.45975948196,3995.5879245283,37.0026489603355,4897.45975948196,3995.5879245283,37.0026489603355,4897.45975948196
"이선균",16,1,5,15883.3113338587,15471.634471243,154.530055968852,3176.66226677173,3094.32689424861,30.9060111937703,7103.23277006017
"이선균",16,2,3,13144.2080730281,11180.4593819832,108.8242777589,4381.40269100937,3726.81979399439,36.2747592529666,7588.81206924722
"이선균",16,3,7,20555.7355333957,19171.4190320443,210.559570285233,2936.53364762795,2738.7741474349,30.0799386121761,7769.33774819694
"이선균",16,4,1,5656.35165451486,5177.24589322382,52.2945995696249,5656.35165451486,5177.24589322382,52.2945995696249,5656.35165451486
"이성민",23,1,1,1104.03370786517,918.308411214953,34.9303234980448,1104.03370786517,918.308411214953,34.9303234980448,1104.03370786517
"이성민",23,2,6,10970.6332660441,9227.56340337668,153.501995323684,1828.43887767401,1537.92723389611,25.5836658872807,4478.74227616848
"이성민",23,3,12,43510.9153139199,31556.0007678054,400.725818134321,3625.90960949332,2629.66673065045,33.3938181778601,12560.5193345893
"이성민",23,4,4,14384.399165937,11642.0382423652,213.941084631842,3596.09979148426,2910.50956059131,53.4852711579605,7192.19958296851
"이승현",9,1,2,2654.31900705895,2563.51630335226,49.2115197094167,1327.15950352947,1281.75815167613,24.6057598547084,1876.88696932372
"이승현",9,2,4,10992.0004753515,7279.42236598551,107.237798012704,2748.00011883787,1819.85559149638,26.809449503176,5496.00023767573
"이승현",9,3,3,8871.46414778261,7575.49818851364,103.746086204483,2957.15471592754,2525.16606283788,34.5820287348277,5121.9422138284
"이승현",9,4,0,0,0,0,0,0,0,0
"이시영",11,1,0,0,0,0,0,0,0,0
"이시영",11,2,6,6354.09473363308,5992.9408955765,128.565019560097,1059.01578893885,998.823482596084,21.4275032600162,2594.04831245114
"이시영",11,3,4,13850.9288109128,12361.08944219,136.209366930833,3462.7322027282,3090.2723605475,34.0523417327082,6925.46440545641
"이시영",11,4,1,2716.51107828656,2475.20592193809,25.2896776012266,2716.51107828656,2475.20592193809,25.2896776012266,2716.51107828656
"이연경",3,1,0,0,0,0,0,0,0,0
"이연경",3,2,1,18782.625,13484.9615384615,49.3673119087051,18782.625,13484.9615384615,49.3673119087051,18782.625
"이연경",3,3,0,0,0,0,0,0,0,0
"이연경",3,4,2,13542.528702004,9822.46200709556,112.034082314144,6771.26435100202,4911.23100354778,56.0170411570722,9576.0138796005
"이연희",6,1,2,7796.14437467295,6715.73301282051,82.9195574561377,3898.07218733647,3357.86650641026,41.4597787280689,5512.7065544406
"이연희",6,2,2,4282.95470671712,3979.31690796042,57.8310640520689,2141.47735335856,1989.65845398021,28.9155320260344,3028.50631663452
"이연희",6,3,2,7595.9527027027,7011.74655331945,79.3733697575429,3797.97635135135,3505.87327665973,39.6866848787714,5371.14966565336
"이연희",6,4,0,0,0,0,0,0,0,0
"이영애",2,1,0,0,0,0,0,0,0,0
"이영애",2,2,1,9368.41441441441,8082.07772020725,75.2855350161687,9368.41441441441,8082.07772020725,75.2855350161687,9368.41441441441
"이영애",2,3,1,737.236571428571,737.236571428571,21.8857336726039,737.236571428571,737.236571428571,21.8857336726039,737.236571428571
"이영애",2,4,0,0,0,0,0,0,0,0
"이완 브렘너",1,1,0,0,0,0,0,0,0,0
"이완 브렘너",1,2,0,0,0,0,0,0,0,0
"이완 브렘너",1,3,0,0,0,0,0,0,0,0
"이완 브렘너",1,4,1,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632,8289.29343971631,74.887656377645,9989.66132478632
"이요원",6,1,2,546.434285417262,532.408513058963,18.5050660014428,273.217142708631,266.204256529482,9.25253300072142,386.387388691372
"이요원",6,2,1,8842,7336.29710144928,56.6081802678297,8842,7336.29710144928,56.6081802678297,8842
"이요원",6,3,3,20804.3549431127,17657.8434002068,137.414070205855,6934.78498103755,5885.94780006892,45.8046900686183,12011.3999267226
"이요원",6,4,0,0,0,0,0,0,0,0
"이은성",4,1,2,5118.10527814695,4656.26986494975,66.0587163957541,2559.05263907348,2328.13493247487,33.029358197877,3619.04694900437
"이은성",4,2,1,5563.37969924812,4378.28106508876,46.4240361389089,5563.37969924812,4378.28106508876,46.4240361389089,5563.37969924812
"이은성",4,3,1,15879.8043478261,14096.8087719298,61.0246827319607,15879.8043478261,14096.8087719298,61.0246827319607,15879.8043478261
"이은성",4,4,0,0,0,0,0,0,0,0
"이재응",5,1,3,18282.9498498499,15324.0139368939,140.300060173625,6094.31661661662,5108.00464563129,46.7666867245416,10555.6660173912
"이재응",5,2,0,0,0,0,0,0,0,0
"이재응",5,3,2,37160.8862191711,30970.3713685295,157.557580435621,18580.4431095856,15485.1856842648,78.7787902178103,26276.7146404776
"이재응",5,4,0,0,0,0,0,0,0,0
"이정재",14,1,1,334.197530864198,221.885245901639,17.7858081471748,334.197530864198,221.885245901639,17.7858081471748,334.197530864198
"이정재",14,2,1,921.571884984026,848.388235294118,15.1529733137214,921.571884984026,848.388235294118,15.1529733137214,921.571884984026
"이정재",14,3,6,31713.5559928446,27914.8524971084,295.354346473492,5285.5926654741,4652.47541618473,49.2257244122487,12947.0050186088
"이정재",14,4,6,52171.5915140586,42706.3527829658,395.557164622488,8695.2652523431,7117.72546382763,65.926194103748,21298.9630463934
"이정현",19,1,0,0,0,0,0,0,0,0
"이정현",19,2,6,9385.75739365077,8714.35677712081,127.246482417984,1564.29289894179,1452.3927961868,21.2077470696639,3831.71941066649
"이정현",19,3,8,9162.75318752521,8385.35520986382,188.148041022468,1145.34414844065,1048.16940123298,23.5185051278085,3239.52245661887
"이정현",19,4,5,24820.510719798,20247.54859746,258.760651711156,4964.10214395961,4049.50971949201,51.7521303422312,11100.0698411461
"이제훈",11,1,1,829.477941176471,747.079470198675,18.9451675203628,829.477941176471,747.079470198675,18.9451675203628,829.477941176471
"이제훈",11,2,2,5027.64109064569,4619.07672111591,65.0807319602471,2513.82054532285,2309.53836055795,32.5403659801235,3555.0791085677
"이제훈",11,3,6,27276.6124388139,24987.7472810897,234.662874093758,4546.10207313565,4164.62454684829,39.1104790156263,11135.6303977911
"이제훈",11,4,2,6522.55963516433,6132.40803105445,95.8816069287019,3261.27981758216,3066.20401552722,47.940803464351,4612.14614871835
"이종석",10,1,1,5437,4706.33596837945,44.6692301920768,5437,4706.33596837945,44.6692301920768,5437
"이종석",10,2,1,3629.52903225806,3483.44891640867,33.4449200404257,3629.52903225806,3483.44891640867,33.4449200404257,3629.52903225806
"이종석",10,3,6,14858.7006797251,13849.130998091,200.661758331935,2476.45011328752,2308.18849968183,33.4436263886558,6066.03915101202
"이종석",10,4,2,25173.7958500041,21028.1004572982,140.086641539769,12586.8979250021,10514.0502286491,70.0433207698844,17800.5617537437
"이준",6,1,1,398.679715302491,377.20202020202,12.0890255746196,398.679715302491,377.20202020202,12.0890255746196,398.679715302491
"이준",6,2,3,2151.63516762902,1778.10439613409,55.7804456862392,717.211722543008,592.70146537803,18.5934818954131,1242.24714322848
"이준",6,3,2,8430.18545498908,6216.76484651856,61.2823912205268,4215.09272749454,3108.38242325928,30.6411956102634,5961.04130188298
"이준",6,4,0,0,0,0,0,0,0,0
"이준기",5,1,3,53871.9188726732,36603.6672957879,153.446235084904,17957.3062908911,12201.2224319293,51.1487450283014,31102.9668628996
"이준기",5,2,0,0,0,0,0,0,0,0
"이준기",5,3,2,34053.0940749106,24738.7310717614,145.717877887938,17026.5470374553,12369.3655358807,72.8589389439692,24079.1737407527
"이준기",5,4,0,0,0,0,0,0,0,0
"이진욱",5,1,0,0,0,0,0,0,0,0
"이진욱",5,2,0,0,0,0,0,0,0,0
"이진욱",5,3,5,25864.2617140085,18102.6407827761,181.362455096297,5172.8523428017,3620.52815655523,36.2724910192594,11566.8494760737
"이진욱",5,4,0,0,0,0,0,0,0,0
"이하늬",11,1,2,1343.66258908627,1007.30608875129,43.7505706905687,671.831294543134,503.653044375645,21.8752853452844,950.112928369573
"이하늬",11,2,1,807.348039215686,779.332807570978,21.2716118477699,807.348039215686,779.332807570978,21.2716118477699,807.348039215686
"이하늬",11,3,7,24298.5985470224,19242.3384476796,266.958101363256,3471.22836386034,2748.90549252566,38.1368716233223,9184.00699468809
"이하늬",11,4,1,10473.6754668384,8120.62805791313,55.592985262352,10473.6754668384,8120.62805791313,55.592985262352,10473.6754668384
"이현우",17,1,2,14664.7989028945,13896.9558301427,111.436733744607,7332.39945144725,6948.47791507135,55.7183668723035,10369.5787489737
"이현우",17,2,3,8444.64316889663,7845.67101458707,89.7089198321714,2814.88105629888,2615.22367152903,29.9029732773905,4875.51700677281
"이현우",17,3,10,35586.2919346638,30128.6345929125,364.368628675348,3558.62919346638,3012.86345929125,36.4368628675348,11253.3735993218
"이현우",17,4,2,12552.7124527622,10308.8507245051,119.012959200041,6276.35622638112,5154.42536225255,59.5064796000206,8876.108097633
"이희준",19,1,0,0,0,0,0,0,0,0
"이희준",19,2,8,22984.0084101742,20315.5003332389,227.488047746873,2873.00105127178,2539.43754165486,28.4360059683591,8126.07410284142
"이희준",19,3,9,30432.7933243381,27487.3281856689,344.452456550739,3381.42148048201,3054.14757618543,38.2724951723043,10144.264441446
"이희준",19,4,2,7054.16141603221,7004.87870866802,93.3339795763783,3527.0807080161,3502.43935433401,46.6669897881892,4988.04537286087
"임성철",1,1,0,0,0,0,0,0,0,0
"임성철",1,2,1,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329
"임성철",1,3,0,0,0,0,0,0,0,0
"임성철",1,4,0,0,0,0,0,0,0,0
"임수정",10,1,2,6433.09292035398,6383.97368421053,65.1897208319816,3216.54646017699,3191.98684210526,32.5948604159908,4548.88362798547
"임수정",10,2,5,13348.4510013066,12319.4190822307,155.062152115572,2669.69020026132,2463.88381644613,31.0124304231144,5969.60876664933
"임수정",10,3,3,21245.6682078312,19719.8060796141,131.199768795977,7081.88940261041,6573.26869320471,43.7332562653255,12266.1922589048
"임수정",10,4,0,0,0,0,0,0,0,0
"임지연",5,1,1,2570.64634146341,2451.08139534884,29.1110343875155,2570.64634146341,2451.08139534884,29.1110343875155,2570.64634146341
"임지연",5,2,0,0,0,0,0,0,0,0
"임지연",5,3,3,11997.2527063394,9360.07528406246,104.800492696206,3999.08423544647,3120.02509468749,34.9334975654021,6926.61707954103
"임지연",5,4,1,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926,1559.99930020994,33.5329803396561,1657.42676579926
"장기용",1,1,0,0,0,0,0,0,0,0
"장기용",1,2,0,0,0,0,0,0,0,0
"장기용",1,3,0,0,0,0,0,0,0,0
"장기용",1,4,1,4015.71729587357,3027.06949040371,40.1437799504994,4015.71729587357,3027.06949040371,40.1437799504994,4015.71729587357
"장동건",8,1,1,34391.7027027027,22130.3130434783,113.737307829818,34391.7027027027,22130.3130434783,113.737307829818,34391.7027027027
"장동건",8,2,1,1206.99,1187.98228346457,27.0358838813726,1206.99,1187.98228346457,27.0358838813726,1206.99
"장동건",8,3,5,19201.1740813331,16882.8409987562,200.015574265313,3840.23481626662,3376.56819975125,40.0031148530626,8587.02609873357
"장동건",8,4,1,1246.76383476228,1184.0103626943,26.3572970390021,1246.76383476228,1184.0103626943,26.3572970390021,1246.76383476228
"장영남",32,1,4,14639.3713826012,13349.4220355569,156.650078127529,3659.8428456503,3337.35550888923,39.1625195318821,7319.6856913006
"장영남",32,2,15,60883.4441788759,53189.4833752746,466.939339112815,4058.89627859173,3545.96555835164,31.1292892741877,15720.037690969
"장영남",32,3,12,49251.2107734137,37686.0071611296,436.790818380355,4104.26756445114,3140.5005967608,36.3992348650295,14217.5998989727
"장영남",32,4,1,15318.5617615467,13660.5181992337,67.061566602716,15318.5617615467,13660.5181992337,67.061566602716,15318.5617615467
"장혁",8,1,2,8645.49643770055,7632.65741793295,80.7231451980366,4322.74821885027,3816.32870896648,40.3615725990183,6113.2891578222
"장혁",8,2,3,2933.61629801891,2713.73051847079,60.1997939106107,977.872099339635,904.576839490263,20.0665979702036,1693.72415936029
"장혁",8,3,3,10500.4231718977,9070.08816490569,116.843590162402,3500.14105729923,3023.36272163523,38.9478633874673,6062.42214490012
"장혁",8,4,0,0,0,0,0,0,0,0
"전미선",8,1,3,6143.14913551628,5642.83008996537,62.8505409234986,2047.71637850543,1880.94336332179,20.9501803078329,3546.74880706234
"전미선",8,2,2,4745.40899562546,4675.56446819338,57.2654256624233,2372.70449781273,2337.78223409669,28.6327128312117,3355.51088031041
"전미선",8,3,2,14259.0543817956,11834.5568805762,105.358897551895,7129.5271908978,5917.27844028809,52.6794487759477,10082.6740466754
"전미선",8,4,1,791.72171758877,791.72171758877,24.4548028363006,791.72171758877,791.72171758877,24.4548028363006,791.72171758877
"전지현",6,1,1,8016.45679012346,7019.81621621622,67.3267665508839,8016.45679012346,7019.81621621622,67.3267665508839,8016.45679012346
"전지현",6,2,2,4774.70989795405,4473.83364236574,63.2771865686664,2387.35494897703,2236.91682118287,31.6385932843332,3376.22974704184
"전지현",6,3,1,9542.54727030626,8016.16666666667,64.129907202749,9542.54727030626,8016.16666666667,64.129907202749,9542.54727030626
"전지현",6,4,2,24640.6085460816,20265.4257335588,156.072610320538,12320.3042730408,10132.7128667794,78.0363051602692,17423.5413954975
"전혜진",12,1,2,6234.22598870056,5494.65440413364,62.2091929018344,3117.11299435028,2747.32720206682,31.1045964509172,4408.26347205958
"전혜진",12,2,1,8349.15449438202,5968.4718875502,61.0666899513077,8349.15449438202,5968.4718875502,61.0666899513077,8349.15449438202
"전혜진",12,3,6,14313.6576239346,12360.8756283838,181.632429381961,2385.6096039891,2060.14593806396,30.2720715636601,5843.52625525635
"전혜진",12,4,3,10178.2275938524,9776.59749295779,151.929645808946,3392.74253128414,3258.86583098593,50.6432152696487,5876.40244118397
"정경호",21,1,13,36353.3393656842,34229.1015154186,336.1475056484,2796.41072043724,2633.00780887835,25.8575004344923,10082.6022397937
"정경호",21,2,6,28467.0706100055,24195.1472647101,215.315570449655,4744.51176833425,4032.52454411835,35.8859284082758,11621.6329110488
"정경호",21,3,2,5806.02937734082,5649.78142184183,83.2041262403132,2903.01468867041,2824.89071092091,41.6020631201566,4105.482744486
"정경호",21,4,0,0,0,0,0,0,0,0
"정무성",2,1,0,0,0,0,0,0,0,0
"정무성",2,2,1,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329,4094.95662100457,39.7304403685983,6992.55750487329
"정무성",2,3,0,0,0,0,0,0,0,0
"정무성",2,4,1,4015.71729587357,3027.06949040371,40.1437799504994,4015.71729587357,3027.06949040371,40.1437799504994,4015.71729587357
"정수영",4,1,1,5096.07006369427,4469.7374301676,45.7687203249242,5096.07006369427,4469.7374301676,45.7687203249242,5096.07006369427
"정수영",4,2,2,9217.02795048935,8600.88433659754,56.3453088779104,4608.51397524467,4300.44216829877,28.1726544389552,6517.42296617697
"정수영",4,3,1,3443.11466165414,3318.36413043478,46.6637030621083,3443.11466165414,3318.36413043478,46.6637030621083,3443.11466165414
"정수영",4,4,0,0,0,0,0,0,0,0
"정우",13,1,6,22356.4756678628,19366.3750134641,223.064215016376,3726.07927797714,3227.72916891068,37.177369169396,9126.99297220195
"정우",13,2,4,12370.1666073762,11244.9593377858,130.019088163758,3092.54165184404,2811.23983444645,32.5047720409394,6185.08330368808
"정우",13,3,2,5596.40534107159,4658.71936809377,68.5476719527345,2798.2026705358,2329.35968404688,34.2738359763673,3957.25616694034
"정우",13,4,1,7690.5460852329,7086.5397260274,54.3724275654276,7690.5460852329,7086.5397260274,54.3724275654276,7690.5460852329
