영화명,개봉일,매출액,매출액점유율,누적매출액,관객수,누적관객수,스크린수,상영횟수,대표국적,제작사,배급사,등급,장르,감독,배우
집으로...,2002-04-04,60885500,0,62608500,7487,7752,51,810,한국,튜브픽쳐스(주),"(주)팝엔터테인먼트,CJ ENM",전체관람가,드라마,이정향,"유승호,김을분,동효희,김두천,안병무,남기준,박현숙,민경훈,박건용,박경오,윤재근,임은경,김순희,이춘희"
해적왕 작스톰,2018-07-25,45905800,0,45905800,5916,5916,65,441,한국,(주)삼지애니메이션,(주)삼지애니메이션,전체관람가,애니메이션,필립 귀엔,"엄상현,이주창,정선혜,최석필,최낙윤,김영선,이지현,이지현"
살인의 추억,2003-04-25,37470400,0,54800397,5619,8233,60,851,한국,(주)싸이더스,CJ ENM,15세관람가,스릴러,봉준호,"송강호,김상경,김뢰하,정인선,한충환,김효성,이강산,김민철,최현기,심성보,김희진,한성근,서민수,김경래,강진희,이상욱,윤박지,박상우,박소현,김철용,김영관,류태호,박노식,박진우,변희봉,서영화,신현종,조덕제,이재응,유승목,손진호,신동환,최종률,손강국,박현영,권병길,신문성,염혜란,전미선,최교식,곽수정,천명재,이옥주"
돌아와요 부산항애(愛),2018-01-17,38622300,0,53622300,5163,6954,88,825,한국,(주)블랙홀엔터테인먼트,"(주)나이너스엔터테인먼트,주식회사 시온픽쳐스",15세이상관람가,"범죄,액션,드라마",박희준,"성훈,조한선,윤소이,공정환,박철민,손병호,박지일,박정학,이익준,공현주,신세휘,지민혁,김민철,이재용,김동현,이상수,백경수,신범식,김태영,안혜림,윤예희,박규태,박세준,정다현,정다훈,김필수,조한주,김민철,최지아,김성진,김영우"
안나 카레니나,2018-06-29,63191800,0,63191800,4571,4571,10,140,한국,(주)비프로,(주)비프로,12세이상관람가,뮤지컬,신예지,에카테리나 구세바
아이 캔 스피크,2017-09-21,24818800,0,25551269986,4174,3283470,6,62,한국,"주식회사 영화사 시선,(주)명필름","롯데쇼핑㈜롯데엔터테인먼트,(주)리틀빅픽쳐스",12세이상관람가,코미디,김현석,"나문희,이제훈,박철민,염혜란,성유빈,김소진,이상희,정연주,이지훈,손숙,박준서,이정현,홍상원,황연희,이재인,우지현,이신성,최수인,우상기,이대연,이정현,손성찬,정원창,김자영,김경덕,손경원,설창희,정태야,추연규,이승민,이범규"
미옥,2017-11-09,33200000,0,1930905564,4150,242737,11,44,한국,(주)영화사 소중한,(주)키다리이엔티,청소년관람불가,"범죄,액션",이안규,"김혜수,이선균,이희준,최무성,김민석,오하늬,여이레,박상규,박주연,신지훈,이연,임용순,차순배,이서준,손상연,차래형,김연교,최현종,남성호,권율,김경민,박기륭,권범택,이도국"
노리개: 그녀의 눈물,2019-06-13,28206250,0,28206250,3664,3664,50,484,한국,주식회사 마운틴픽쳐스,(주)제이앤씨미디어그룹,15세이상관람가,드라마,최승호,"마동석,이승연,민지현,변요한,서태화,기주봉,박용수,황태광,이도아,김영아,최교식,서동훈"
미친도시,2018-08-30,26038500,0,26038500,3452,3452,4,50,한국,주식회사 케이엠스타,영화사 마그나,15세이상관람가,드라마,장태령,"한태일,이경영,강준,김무정,김미영,김민정,김주하,박소희,박인영,이지원,이현우,장태령,정아름,정아름,조준희,최진희,함천길"
택시운전사,2017-08-02,17642000,0,95871287649,3327,12189654,16,125,한국,더램프(주),(주)쇼박스,15세이상관람가,드라마,장훈,"이수민,송강호,토마스 크레취만,유해진,류준열,박혁권,최귀화,이창섭,이호균,서정우,송병철,안용우,오석규,윤석진,이새별,이성호,이정은,이주영,황민형,김신웅,김진상,김화목,차순배,김대현,서현우,이봉련,홍완표,문광식,류성현,백인권,허정도,손경원,한사명,한이진"
공포체험단 곤지암편,2019-07-19,17285500,0,17285500,3282,3282,27,191,한국,(주)하이브미디어코프,(주)쇼박스,15세이상관람가,공포(호러),정범식,"위하준,박지현,오아연,문예원,박성훈,이승욱,류제윤"
리벤져,2018-12-06,23924100,0,23924100,3232,3232,57,369,한국,(주)그린피쉬,(주)리틀빅픽쳐스,15세이상관람가,액션,이승원,"브루스 칸,박희순,윤진서,김인권,박철민,김나연,김대현,김덕형,김원중,김원진,김재현,안갑용,양종곤,이도군,황인범,전수진,민태율"
인디애니페스트 2018 새벽비행 2,,15645000,0,15645000,3127,3127,5,29,한국,,,,애니메이션,,
Replay_내일+미지와의 조우+알송달송,,13140000,0,13140000,2628,2628,2,25,한국,,,,뮤지컬,"이다민,최찬,정유안",
마더,2009-05-28,18104200,0,19989614800,2148,2981953,7,90,한국,(주)바른손이앤에이,CJ ENM,청소년관람불가,드라마,봉준호,"김혜자,원빈,진구,윤제문,최재원,전미선,송새벽,천우희,정영기,이미도,유인수,박태준,오원식,이옥주,김홍집,윤혜진,임성미,임근아,김태환,황영희,한지희,남성호,권병길,고규필,박명신,염동헌,김규남,임형국,권범택"
설국열차,2013-08-01,14472000,0,67026842200,2110,9352448,47,479,한국,"(주)모호필름,오퍼스픽쳐스(유)",(주)씨제이이엔엠,15세이상관람가,"SF,액션",봉준호,"크리스 에반스,송강호,에드 해리스,존 허트,틸다 스윈튼,제이미 벨,옥타비아 스펜서,이완 브렘너,고아성,알리슨 필,허찬"
신세계,2013-02-21,11642700,0,34892973605,2079,4684571,22,136,한국,"(주)사나이픽처스,(주)페퍼민트앤컴퍼니,(주)대명문화공장,(주)파트너스케이",(주)넥스트엔터테인먼트월드(NEW),청소년관람불가,"범죄,액션",박훈정,"이정재,최민식,황정민,박성웅,송지효,정영기,이경영,정군,정민욱,정종화,최봉록,권지훈,한동욱,한재덕,허명행,남경민,신수정,연영식,김병옥,김홍파,장광,정재헌,김윤성,최일화,리우진,박인수,권태원,정민성,류성현,곽진석,김서원"
몬테크리스토,2019-11-14,26167000,0,26167000,2056,2056,14,150,한국,(주)비프로,(주)비프로,12세이상관람가,"뮤지컬,공연",이동원,
파파 오랑후탄,2018-04-19,15213000,0,15385000,2044,2073,3,95,한국,시네마미션,파이오니아21,12세이상관람가,다큐멘터리,이성관,"염광호,김수연,차세환,최기문"
마당을 나온 암탉,2011-07-28,9785500,0,14683917500,1865,2204374,28,156,한국,"(주)오돌또기 ,(주)명필름",롯데쇼핑㈜롯데엔터테인먼트,전체관람가,애니메이션,"오성윤,민성아","문소리,박철민,최민식,유승호,홍윤정,김한솔,김상현"
라라,2018-02-22,14798800,0,14798800,1860,1860,28,202,한국,(주)도너츠컬처,(주)영화사 그램,15세이상관람가,"멜로/로맨스,드라마",한상희,"정채연,산이,치 푸,김나온,산이,이주희,이지원,이하은,이혜인,박지일,이수련,하경"
인디애니페스트 2018 새벽비행 1,,7523000,0,7523000,1508,1508,2,12,한국,,,,애니메이션,,
산딸기 2,1985-02-02,3003000,0,3003000,1499,1499,1,15,한국,남아진흥(주),,연소자관람불가,"드라마,멜로/로맨스",김수형,"마흥식,선우일란,최재호,유영국,여운계"
오늘도 위위,2019-10-17,11916460,0,11916460,1463,1463,40,235,한국,(주)코쿤나인,(주)영화사오원,전체관람가,드라마,박범준,"선우선,남지우,심형탁,이새별,강희주,김사라,이슬,여은미"
게이트-완결판,2018-06-21,1486000,0,1486000,1408,1408,5,37,한국,삼삼공구 브라더스,(주)제이앤씨미디어그룹,15세이상관람가,"범죄,코미디",신재호,"임창정,정려원,정상훈,이경영,이문식,최윤슬"
아직 사랑하고 있습니까?,2019-12-04,10825340,0,10825340,1398,1398,38,262,한국,(주)스튜디오후크,(주)디스테이션,청소년관람불가,코미디,신양중,"김인권,서태화,이나라,조성희,오윤수,장가현,이서이,윤예희,박수인,김현균,배용근,최규환,이자은,김경룡,조성희,이재준,정호영,박현준,안인모,손선근,장준호,이영윤,정지우,정나진,박미리,이태영,김명식,이승훈,백승희,오윤주,유광수,박필주,이봉균,김영진,김정현,이경현,최무성,김혜은,지서윤"
번지점프를 하다,2001-02-02,7920300,0,40264300,1397,5417,26,117,한국,눈엔터테인먼트(주),"(주)넥스트엔터테인먼트월드(NEW),이언픽쳐스,브에나비스타인터내셔널코리아",15세관람가,"드라마,판타지",김대승,"이은주,이병헌,김준호,장석원,강경희,강길찬,강단비,강대국,김원,최정훈,신재현,여현수,김윤오,홍수현,박준형,최낙권,유태욱,인용남,김성현,정대성,임성주,정영훈,정우진,임재근,최영준,김진주,양혜경,이원근,이충현,김용호,김준영,남궁민,기주봉,오지혜,김정영,전미선,김비비"
접속,1997-09-13,8596100,0,11429100,1397,1757,26,103,한국,(주)명필름,,고등학생이상관람가,"멜로/로맨스,드라마",장윤현,"한석규,전도연,추상미,김태우,이범수,이장욱,최철호,박용수"
광인옥한흠,2017-12-28,10471700,0,22537200,1348,2985,12,89,한국,파이오니아21,파이오니아21,전체관람가,다큐멘터리,김상철,옥한흠
무정,,2550000,0,5919000,1275,2667,1,18,한국,,,,"멜로/로맨스,드라마",이강천,"최은희,도금봉"
친절한 금자씨,2005-07-29,11808000,0,20503781593,1272,3122056,11,108,한국,(주)모호필름,CJ ENM,18세관람가,스릴러,박찬욱,"이영애,최민식,권예영,김시후,남일우,김병옥,오달수,이승신,김부선,라미란,고수희,최정우,송강호,김유정,강남미,이대연,최희진,이병준,이용녀,차순배,박명신"
제 15회 성균관대학교 영상학과 졸업영상제 TeenScreen,,5076000,0,5076000,1269,1269,1,9,한국,,,,기타,,
더하우스,2019-12-12,7631000,0,7631000,1245,1245,48,75,한국,(주)뉴버드,(주)이놀미디어,15세이상관람가,"스릴러,미스터리,공포(호러)",박균이,"오창석,서우,김사희,원현준,박태건,백수련,오아린,조수지,김태현,윤지혜라,이채윤,김태용,이은호,유경,김민선,이은호,김경은,오제근,김미현,송다영,최규림,가심현,금제영"
박쥐,2009-04-30,10844500,0,14857692000,1217,2208165,11,107,한국,(주)모호필름,CJ ENM,청소년관람불가,"공포(호러),드라마",박찬욱,"송강호,구용완,김옥빈,신하균,김해숙,송영창,오달수,박인환,라미란,손종학,서동수,황우슬혜,조덕제,최희진,최종률,이화룡"
기억을 만나다,,6839000,0,6839000,1205,1205,1,29,한국,(주)바른손이앤에이,,12세이상관람가,멜로/로맨스,구범석,"서예지,김정현,동현배,배누리"
(2019최강애니전) 소녀이야기,,5402000,0,5402000,1178,1178,2,11,한국,,,,기타,,
기억의 밤,2017-11-29,6616500,0,10653271160,1168,1387779,17,156,한국,(주)비에이엔터테인먼트,"메가박스중앙(주)플러스엠,주식회사 키위컴퍼니",15세이상관람가,"미스터리,스릴러",장항준,"강하늘,김무열,문성근,나영희,최고,박윤식,박재영,이동근,이동진,이승용,남명렬,김현목,이성우,이나라,안민영,박경찬"
맞짱,2018-09-12,2755000,0,2755000,1144,1144,11,83,한국,(주)차룡영화사,(주)차룡영화사,청소년관람불가,"액션,범죄",차룡,"최태환,양은용,차룡,윤용현,강풍,김상용,김석준,김용운,김철준,김형식,서동원,이성훈,이언정,이재용,지성환"
복수는 나의 것,2002-03-28,9755000,0,20211500,1118,2539,10,101,한국,(주)스튜디오박스,CJ ENM,18세관람가,"범죄,스릴러",박찬욱,"신하균,송강호,배두나,최아라,한보배,문금영,윤명오,이윤미,이정욱,이대연,신정근,기주봉,이금희,지대한,이칸희"
인목대비,,2183000,0,7294000,1097,3661,1,19,한국,,,,사극,안현철,"조미령,이민자,허장강,신영균"
국제시장,2014-12-17,7035000,0,110942451730,1080,14263578,1,12,한국,"(주)제이케이필름,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,드라마,윤제균,"황정민,김윤진,오달수,정진영,장영남,라미란,김슬기,정영기,맹세창,김동원,김현중,김지영,황창기,박재우,박찬희,김예빈,김재철,김하연,김재현,이소영,류경현,황인준,이종석,이진희,전희경,박재언,유재상,김선영,정윤호,박길수,박영수,김근영,허동원,현봉식,강신철,손영순,박혜진,유정호,남진복,신정섭"
SIFF2019-개막식,,7497000,0,7497000,1071,1071,1,3,한국,,,,기타,,
산딸기,1982-09-04,2150000,0,2150000,1070,1070,1,23,한국,남아진흥(주),,연소자관람불가,멜로/로맨스,김수형,"김인문,안소영,남궁원"
꽃찌: 독이 있는 사랑,2018-08-23,2144000,0,2144000,1067,1067,2,23,한국,스마일픽쳐스,스마일픽쳐스,청소년관람불가,드라마,김문옥,"박가현,이성훈,김국현,정인철,김정민,박보근,우명덕,정인철"
동주,2016-02-17,9890000,0,8915668963,1044,1176425,2,8,한국,(주) 루스이소니도스,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"강하늘,박정민,김인우,최홍일,김정팔,최희서,신윤주,문성근,최종률,전재형,정운봉,이선주,허욱진,최정헌,윤정일,박명신,한창현,민진웅,정준원,이빛나,박태산"
종각,,2029000,0,3045000,1012,1520,1,35,한국,,,,드라마,양주남,"허장강,장민호"
내부자들,2015-11-19,5647500,0,56604868557,1009,7073516,32,127,한국,(유)내부자들 문화전문회사,(주)쇼박스,청소년관람불가,"범죄,드라마",우민호,"이병헌,조승우,백윤식,이경영,김홍파,배성우,조재윤,김대명,조우진,이엘,정만식,김병옥,김의성,박진우,남일우,김연지,김진우,문소리,박경순,설우신,손혜진,신정미,윤보배,이선관,이재남,이재정,이주아,신지수,장현준,최정연,황준혁,손종학,조덕제,유재명,조경현,권태원,강신철,정민성,박성근,정종열,문광식,이문석,이동진"
감시자들,2013-07-03,9570500,0,39389732679,1002,5509019,10,40,한국,영화사 집,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"범죄,액션","조의석,김병서","설경구,서지원,정우성,한효주,진경,이준호,임달화,손민석,김대진,이태형,이동휘,이화정,김진곤,박지훈,김지훈,신성일,변요한,정우근,장원형,장유리,조도연,지영준,한영주,문성렬,박영진,박지연,백동현,신경철,이가람,이상민,김병옥,윤돈선,강신하,이동진"
암행어사와 흑두건,,2008000,0,2658000,999,1324,1,38,한국,,,,드라마,김기풍,
미스터 주: 사라진 VIP,2020-01-22,6492000,0,6492000,940,940,2,5,한국,리양필름(주),"메가박스중앙(주)플러스엠,(주)리틀빅픽쳐스",12세이상관람가,"코미디,드라마",김태윤,"이성민,김서형,배정남,신하균,갈소원,유인나,김수미,이선균,이정은,이순재,김보성,박준형,정다정,데이비드 맥기니스,성도현,송재하,유지현,윤민,가엘,제이슨,안성봉,우상기,권오철,이재우,채석운,김흥래,이동희,전소현,김영,윤승호,송훈,이승철,김영성,서진,김구경,양희명,리민,정우영,남경민,표예리,손화자,박유밀,조한준,조한준,미스터 주: 사라진 VIP,안윤상,이성민,이성민,김서형,갈소원,조준호,양혜정,곽자형,이병준,임새벽,최준혁,박철민,이수경"
범죄의 재구성,2004-04-15,5243800,0,6138742500,938,943241,25,106,한국,(주)싸이더스,(주)쇼박스,18세관람가,스릴러,최동훈,"김윤석,박신양,주진모,염정아,이기철,백윤식,이문식,천호진,박원상,김상호,성소원,송현정,한지선,서종해,김선태,이호원,박세환,오형진,이경헌,이인성,이현정,임하룡,정석원,윤다경,조희봉,김기천,손병욱"
강화도령,,1850000,0,7700000,925,3850,1,12,한국,,,,"사극,멜로/로맨스",신상옥,"최은희,도금봉"
수상한 그녀,2014-01-22,4568000,0,62720514849,898,8660623,2,14,한국,"(주)예인플러스엔터테인먼트,아이앤코스모스(주)시네와이즈필름",(주)씨제이이엔엠,15세이상관람가,드라마,황동혁,"심은경,나문희,박인환,성동일,이진욱,김현숙,황정민,김슬기,박형우,신재훈,박인환,이태식,박재홍,서진호,양태규,정상원,정은임,정종혁,조명행,진영,한상경,한흥석,김경아,이주희,김동욱,김동희,김민준,김선하,김순찬,김영웅,김용진,김재섭,김정원,박선희,한지은,김수현,황영희,장광,전우재,강필선,김가희,황승언,임현성,정인기,이장유,하연주,박혜진,김남순,조혜선"
나인데이즈,,4688000,0,4688000,859,859,1,121,한국,대쉬 필름,,,기타,권양헌,"송윤아,한상진"
도둑들,2012-07-25,5111200,0,93672361700,851,12984692,31,76,한국,(주)케이퍼필름,(주)쇼박스,15세이상관람가,"액션,범죄",최동훈,"김윤석,김혜수,이정재,전지현,임달화,김해숙,오달수,김수현,이심결,증국상,서영주,장동,장현문,정윤헌,조상원,한규석,홍원기,김영민,최덕문,최진호,장준녕,예수정,김영웅,이은채,손병욱,이동진"
무뢰한,2015-05-27,8212000,0,3270592431,847,415510,7,14,한국,(주)사나이픽처스,CGV아트하우스,청소년관람불가,멜로/로맨스,오승욱,"김남길,전도연,박성웅,곽도원,김민재,강태영,박지환,정재웅,조민지,조원희,송승현,오하늬,유지연,하은진,이동진,이학주,정재헌,지승현,최정현"
내시,,1606000,0,12191000,803,6074,1,32,한국,신필름,,,드라마,신상옥,"신성일,윤정희,남궁원,박노식,도금봉,김혜정"
2019 한국영화아카데미 35기 졸업영화제 개막작,,3200000,0,3200000,800,800,1,5,한국,,,,드라마,,
부산행,2016-07-20,4818500,0,93187397548,800,11567662,19,180,한국,(주)영화사레드피터,(주)넥스트엔터테인먼트월드(NEW),15세이상관람가,"액션,스릴러",연상호,"공유,김정희,정유미,김율호,이주원,이영욱,마동석,김찬호,김운,최우식,안소희,김의성,김수안,박민우,박민혁,임종훈,박종관,장문성,박혜진,손지훈,손지훈,연상호,조춘호,지동현,윤미중,이동하,이윤상,최창수,편준의,허성우,황유경,최용훈,김근영,이주실,예수정,김대현,한지은,박명신,이육헌,김시우,백인권,차청화,류성록,주광현"
와룡선생 상경기,,1580000,0,8976000,790,3218,1,20,한국,신필름,,,코미디,김용덕,"김희갑,허장강,윤인자,엄앵란"
만추,2011-02-17,6407000,0,6349787900,776,850411,10,52,한국,(주)에스씨에스엔터테인먼트,CJ ENM,15세이상관람가,멜로/로맨스,김태용,"현빈,탕웨이,김서라"
초대받은 사람들,1981-10-24,1542000,0,7067000,771,2476,1,12,한국,동아흥행㈜,,연소자관람가,드라마,최하원,"김지영,박암,박지훈,원미경,이영하,오지영"
추하 내사랑,1978-03-25,1536000,0,1536000,768,768,1,23,한국,동아흥행㈜,,전체관람가,"드라마,멜로/로맨스","김종성,송존수","진추하,종진도,남궁원,호인몽,태현실"
인천상륙작전,2016-07-27,6635000,0,55112241303,762,7051237,2,3,한국,(주)태원엔터테인먼트,(주)씨제이이엔엠,12세이상관람가,"전쟁,드라마",이재한,"김정철,이정재,이범수,리암 니슨,진세연,정준호,박철민,김병옥,김선아,김영애,박성웅,추성훈,황석하,이창세,박정원,박현선,션 리차드,한비,김희진,진용욱,곽순우,홍기준,우도환,성혁,길금성"
협객 김두한,1975-06-05,1500000,0,5157000,750,2576,1,15,한국,신프로덕션,,15세이상관람가,액션,김효천,"이대근,독고성,서미경"
귀신의 향기,2019-07-03,5295500,0,5295500,748,748,17,150,한국,(주)스튜디오후크,(주)스튜디오후크,15세이상관람가,"공포(호러),멜로/로맨스,코미디",이준학,"강경준,이엘,전수경,성지루,손병호,최규환,오윤아,최무성,조성희,박명신,오희준,한지은,김근영,김경룡,정아미,정한용,서승만,정영기,박지홍,박지아,남태부,구혜령,박이슬,박진우,백수장,백수장,백승희,신정훈,오성현,오유진,옥주리,윤예희,정호영,최요운,전연담,이육헌,강성수,강소연,주영호,최청자,이동훈,한동희,김학룡,이유미,이유민,김우영,정나진,정유미,이인철,윤탁,최규환,정춘,정한용,이춘영,이열,손선근,전기수,서승만,장서경,성지루,이유미"
제 2회 콕! 애니 Healing,,3714000,0,3714000,746,746,2,8,한국,,,,애니메이션,,
부당거래,2010-10-28,4113600,0,21000698100,745,2723773,15,89,한국,"필름트레인,(주)외유내강",CJ ENM,청소년관람불가,"범죄,드라마",류승완,"황정민,김승훈,류승범,유해진,천호진,마동석,김원범,최정현,황병국,조준현,조철현,박형준,한동욱,한상욱,한성희,류수경,한재덕,강유미,서지영,박광호,박미숙,박민정,박민정,박민정,전봉수,전진영,박세준,임정언,권성현,최우성,온세웅,연영식,오상진,김종민,이춘연,이유빈,백승익,오승현,이채은,이미도,이희준,오정세,안길강,김수현,조영진,정만식,차은재,이화룡,김규남,김기천,곽자형,곽진석,김서원"
장수상회,2015-04-09,3842500,0,8742817143,740,1166789,1,11,한국,"(주)빅픽쳐,(주)씨제이이엔엠",(주)씨제이이엔엠,12세이상관람가,"멜로/로맨스,드라마",강제규,"박해빛나,박근형,윤여정,조진웅,한지민,황우슬혜,문가영,찬열,장문규,이준혁,윤소희,백일섭,박소연,이제욱,강석민,박지혜,정해인,최대영,최승훈,송동규,유원준,유원준,윤상훈,윤여정,이강희,임하룡,홍성일,이보영,이상수,이수지,이언정,김재화,남문철,박나예,남명렬,염혜란,박경혜,윤경호,전운종"
왕자 호동,,1445000,0,3749000,736,1888,1,26,한국,,,,사극,한형모,"김진규,엄앵란"
SESIFF2018 제2기 영등포 초단편영화 아카데미,,4274000,0,4274000,713,713,2,2,한국,,,,기타,,
범죄도시,2017-10-03,4139200,0,56322153349,705,6880546,10,55,한국,"(주)홍필름,(주)비에이엔터테인먼트","메가박스중앙(주)플러스엠,(주)키위미디어그룹",청소년관람불가,"범죄,액션",강윤성,"마동석,윤계상,조재윤,최귀화,박상규,유지연,최성재,이경원,이태규,진선규,허동원,김성규,박지환,오민애,허성태,이성우,민무제,한성천,홍기준,배진웅,정인기,서문호,윤주,박기륭,정인겸,하준,김용호"
제 2회 콕! 애니 Feeling,,3515000,0,3515000,705,705,1,8,한국,,,,애니메이션,,
백사부인,1960-10-02,1408000,0,4436000,704,2218,1,15,한국,신필름,,,"사극,공포(호러),멜로/로맨스",신상옥,"최은희,신성일"
2019 한국영화아카데미 35기 졸업영화제 섹션A,,2697500,0,2697500,695,695,1,6,한국,,,,드라마,,
2019 한국영화아카데미 35기 졸업영화제 섹션B,,2695000,0,2695000,694,694,1,6,한국,,,,드라마,,
2019 한국영화아카데미 35기 졸업영화제 섹션C,,2690000,0,2690000,692,692,1,6,한국,,,,드라마,,
삼일천하,1973-02-15,1352000,0,1352000,676,676,1,12,한국,(주)삼영필림,,전체관람가,사극,신상옥,"신영균,윤정희"
꿈,1955-01-16,1312000,0,2988000,656,1494,1,15,한국,,,,드라마,신상옥,"최은희,황남"
정의심판,2019-10-17,5772000,0,5772000,652,652,2,20,한국,프로젝트 엔터테인먼트,프로젝트 엔터테인먼트,15세이상관람가,드라마,조성현,"조성현,정재숙,김성원,송훈,강동수,장영근,이정철,진장우,김정남,이관영,오상철,김흥국,이상용,송해도,최금숙,최혜리,정현진,정한호,허윤제,권대정,권은혜,고현철,이행주,유광수,윤재순,육정숙,표중길,송현욱,김현승,염진환,한정원,강용운,노희국,김병길,김진규,김두은,염재민,김종신,이진아,전권하,김다혜,육민혜,서지연,이희영,박성진,이대형,김영철,류성훈,전효석,이상언,표중길,이상언,송훈,박성진,장산성,한정원,황천일"
자유만세,1946-10-21,1268000,0,1268000,634,634,1,36,한국,고려영화(주),,청소년관람불가,드라마,최인규,"유계선,전창근,송억"
이어도,,3411500,0,3763500,617,799,2,19,한국,(주)동아수출공사,,청소년관람불가,드라마,김기영,"김정철,박암,최윤석,이화시,박정자,송억"
로맨스그레이,,1230000,0,2310000,615,1155,1,20,한국,신필름,,12세이상관람가,"드라마,멜로/로맨스",신상옥,"김승호,최은희"
육체의 약속,1975-07-26,2878000,0,5322000,606,1827,1,14,한국,(주)동아수출공사,,12세이상관람가,멜로/로맨스,김기영,"이정길,김지미"
MSFF2019 폐막작(폐막식용),,3624000,0,3624000,604,604,2,3,한국,,,,기타,,
시월애,2000-09-09,3026000,0,3226000,599,639,18,120,한국,㈜싸이더스픽쳐스,브에나비스타인터내셔널코리아,12세관람가,"멜로/로맨스,판타지",이현승,"이정재,전지현,김무생,조승연,이인철,김미현,최윤영,정석원,김지무,남정희"
MSFF2019 희극지왕 1,,3558600,0,3558600,598,598,1,3,한국,,,,코미디,,
진시황제와 만리장성,,1156000,0,1831000,598,942,1,15,한국,,,,드라마,권영순,"김진규,김지미,김승호,박노식"
MSFF2019 4만번의 구타 2,,3524400,0,3524400,595,595,1,3,한국,,,,스릴러,,
제 2회 콕! 애니 Killing,,2960500,0,2960500,594,594,2,7,한국,,,,애니메이션,,
MSFF2019 사랑에 관한 짧은 필름 2,,3501000,0,3501000,587,587,1,3,한국,,,,멜로/로맨스,,
MSFF2019 희극지왕 3,,3463400,0,3463400,584,584,1,3,한국,,,,코미디,,
이 생명 다하도록,,1146000,0,8720000,573,4355,1,31,한국,,,,드라마,신상옥,"김진규,김혜정,최은희,윤정란"
MSFF2019 희극지왕 2,,3412800,0,3412800,572,572,1,3,한국,,,,코미디,,
MSFF2019 사랑에 관한 짧은 필름 1,,3354400,0,3354400,564,564,1,3,한국,,,,멜로/로맨스,,
MSFF2019 4만번의 구타 1,,3305400,0,3305400,557,557,1,3,한국,,,,스릴러,,
MSFF2019 사랑에 관한 짧은 필름 3,,3306000,0,3306000,552,552,1,3,한국,,,,멜로/로맨스,,
MSFF2019 비정성시 1,,3280200,0,3280200,551,551,1,3,한국,,,,드라마,,
구름은 흘러도,,968000,0,4484000,542,2295,1,12,한국,,,,"드라마,가족",유현목,"김영옥,박성대"
로드킬,2019-02-21,4239100,0,4239100,542,542,17,51,한국,㈜리필름,(주)갤럭시컴퍼니,청소년관람불가,"공포(호러),스릴러",이수성,"이철민,오광록,문영동,양희원,권예은,김영웅,김석호,신원호,김윤지,배수경"
1월 단편 상상극장-더 비기닝,,4248000,0,4248000,531,531,1,7,한국,,,,기타,,
브레이크,,2562000,0,2562000,528,528,3,5,한국,,,,드라마,유용환,공현지
MSFF2019 비정성시 2,,3127800,0,3127800,524,524,1,3,한국,,,,드라마,,
콩쥐별전 - 전주성의 비밀,2019-07-27,2776000,0,2776000,519,519,4,77,한국,유한회사 올빼미하우스,유한회사 올빼미하우스,전체관람가,"애니메이션,드라마",배효상,"김보미,김재정,김정우,이수정,박윤희"
MSFF2019 비정성시 3,,3092400,0,3092400,518,518,1,3,한국,,,,드라마,,
여사장,,1025000,0,4405000,516,2210,1,17,한국,,,,"코미디,멜로/로맨스",한형모,"조미령,이수련"
혈투,2011-02-24,1030000,0,330310000,515,44462,1,11,한국,(주)영화사비단길,(주)싸이더스,15세이상관람가,"액션,사극",박훈정,"박희순,진구,고창석,장희진,김길동,권현석,전국환,최일화,최교식"
명량,2014-07-30,3417500,0,135757221810,506,17615658,19,56,한국,(주)빅스톤픽쳐스,(주)씨제이이엔엠,15세이상관람가,"사극,액션",김한민,"최민식,류승룡,조진웅,김명곤,진구,이정현,권율,노민우,이승준,오타니 료헤이,박보검,박원우,서성광,오명훈,유명환,윤희경,이윤기,정수남,정순태,정의석,김원해,이해영,장준녕,김길동,김강일,강태영,하형원,한상대,김동원,김민석,김민식,김재철,김준형,김현중,박선용,박노식,최덕문,조복래,문영동,이주실,주석태,이성우,고경표,김태훈,한이진,신유람,송대중"
박열,2017-06-28,2781000,0,18096420795,501,2359707,1,5,한국,(유)박열문화전문회사,메가박스중앙(주)플러스엠,12세이상관람가,드라마,이준익,"이제훈,최희서,김인우,권율,민진웅,이형석,박진성,배정환,서동기,정무진,정승채,조박,윤재국,이경수,이동욱,이병훈,이성규,이승환,이신우,이영상,이재성,이정현,이종민,홍준석,달시 파켓,김준한,최정헌,백수장,이정현,정준원,류성현,박기륭,김성철,정태야,김희상,손준영"
MSFF2019 비정성시 4,,2854800,0,2854800,481,481,1,3,한국,,,,드라마,,
비트,1997-05-03,4040600,0,4707600,476,573,7,36,한국,(주)우노필름,,연소자관람불가,"액션,멜로/로맨스,범죄",김성수,"정우성,고소영,임창정,유오성,이기영,김부선,권태원"
SPFF 2018 얼음강+백서,,2380000,0,2380000,471,471,1,5,한국,,,,드라마,,
