"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"미쓰GO",2012-06-21,4441859000,0.3,4441859000,611685,611685,440,24851,"한국","영화사 도로시(주)","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션,코미디,범죄","박철관","고현정"
"파파",2012-02-01,4000072000,0.2,4000072000,587291,587291,414,24768,"한국","상상필름(주)","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","가족,코미디","한지승","박용우"
"마이 웨이",2011-12-21,4181348000,0.2,15995187000,556628,2142670,588,22546,"한국","(주)디렉터스","에스케이플래닛(주),(주)씨제이이엔엠","15세이상관람가","전쟁,액션,드라마","강제규","장동건"
"사이코메트리",2013-03-07,3978495129,0.2,3978495129,534273,534273,429,23487,"한국","(주)엠픽처스,(주)파워이엔티,㈜게이트픽쳐스","(주)씨제이이엔엠","청소년관람불가","미스터리","권호영","김강우"
"남자사용설명서",2013-02-14,3606654257,0.2,3606654257,507913,507913,372,17238,"한국","(주)영화사소풍","(주)쇼박스","15세이상관람가","코미디,멜로/로맨스","이원석","김영현"
"아부의 왕",2012-06-21,3511102500,0.2,3511102500,497880,497880,428,22060,"한국","(주)황금주전자","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","정승구","송새벽"
"무서운 이야기 2",2013-06-05,3393667500,0.2,3393667500,495522,495522,337,18509,"한국","(주)수필름,데이지엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","미스터리,공포(호러)","김성호,김휘,정범식,민규동","박성웅"
"캐치미",2013-12-18,3293262500,0.2,3293262500,480434,480434,517,16151,"한국","(주)소넷엔터테인먼트,(주)스튜디오 산타클로스엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","이현종","김아중"
"페이스메이커",2012-01-18,3443753000,0.2,3443753000,467697,467697,412,21875,"한국","(주)드림캡쳐,(주)에이트볼픽쳐스 ,(주)필통픽쳐스","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","김달중","김명민"
"노브레싱",2013-10-30,2991824739,0.2,2991824739,451669,451669,584,24912,"한국","(주)영화사유랑,(주)팝콘에프앤엠,(주)더샘컴퍼니","(주)나이너스엔터테인먼트","15세이상관람가","드라마,멜로/로맨스","조용선","서인국"
"창수",2013-11-28,3146542000,0.2,3146542000,429141,429141,415,19471,"한국","영화사 아람(주),(주)마이더스필름","(주)마인스 엔터테인먼트,(주)박수엔터테인먼트","청소년관람불가","드라마","이덕희","임창정"
"두 개의 달",2012-07-12,2949348748,0.2,2949348748,426706,426706,347,16810,"한국","(주)고스트픽처스,(주)주피터필름,롯데쇼핑㈜롯데엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","공포(호러)","김동빈","박한별"
"늑대소년-확장판",2012-12-06,2869918500,0.2,2869918500,414285,414285,278,11438,"한국","(주)영화사비단길","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스,드라마,판타지","조성희","송중기"
"음치 클리닉",2012-11-29,2248238000,0.1,2248238000,338168,338168,360,16243,"한국","(주)전망좋은 영화사","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","멜로/로맨스,코미디","김진영","박하선"
"미나문방구",2013-05-16,2247017000,0.1,2247017000,334323,334323,385,16653,"한국","(주)별의별","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","드라마,코미디","정익환","최강희"
"무서운 이야기",2012-07-25,2452368566,0.1,2452368566,331760,331760,274,10268,"한국","(주)수필름,데이지엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","공포(호러)","정범식,임대웅,홍지영,김곡,김선,민규동","김현수"
"위험한 관계",2012-10-11,2122666230,0.1,2122666230,298086,298086,334,17886,"한국",NA,"(주)씨제이이엔엠","청소년관람불가","멜로/로맨스,전쟁,드라마","허진호","장동건"
"네버엔딩 스토리",2012-01-18,2106823000,0.1,2106823000,283449,283449,269,13651,"한국","아일랜드픽처스(주)","(주)화앤담이엔티","15세이상관람가","코미디,멜로/로맨스","정용주","엄태웅"
"가비",2012-03-15,1969360500,0.1,1969360500,270602,270602,339,17388,"한국","(주)오션필름","(주)시네마서비스","15세이상관람가","드라마,멜로/로맨스,미스터리","장윤현","주진모"
"롤러코스터",2013-10-17,1913087600,0.1,1913087600,270148,270148,374,14726,"한국","(주)판타지오픽쳐스","(주)씨제이이엔엠","15세이상관람가","코미디","하정우","정경호"
"밤의 여왕",2013-10-17,1762892500,0.1,1762892500,252475,252475,333,13286,"한국","(주)영화사아이비젼,(유)밤의여왕문화산업전문회사","(주)인벤트스톤","15세이상관람가","멜로/로맨스,코미디","김제영","천정명"
"강철대오:구국의 철가방",2012-10-25,1614867156,0.1,1614867156,233211,233211,366,15187,"한국","스페이스엠(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","육상효","김인권"
"오싹한 연애",2011-12-01,1721163500,0.1,22010977000,231358,3009356,243,7444,"한국","상상필름(주)","(주)씨제이이엔엠","12세이상관람가","공포(호러),멜로/로맨스,코미디","황인호","손예진"
"분노의 윤리학",2013-02-21,1658653000,0.1,1658653000,225618,225618,302,11909,"한국","(주)티피에스컴퍼니,(주)사람엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러,드라마","박명랑","이제훈"
"나는 공무원이다",2012-07-12,1537947500,0.1,1538400500,217719,217790,278,10866,"한국","마포필름","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","코미디,드라마","구자홍","윤제문"
"자칼이 온다",2012-11-15,1430079500,0.1,1430079500,210278,210278,300,11257,"한국","(주)노마드필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디","배형준","송지효"
"코알라 키드 : 영웅의 탄생",2012-01-12,1434535500,0.1,1439227500,205579,206344,234,6761,"한국","㈜디지아트프로덕션,더 애니메이션 픽쳐 컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","전체관람가","애니메이션","이경호","태민"
"응징자",2013-10-30,1388412500,0.1,1388412500,192347,192347,305,12023,"한국","(주)엔브릭스","(주)인벤트스톤","청소년관람불가","액션,스릴러","신동엽","양동근"
"마이 리틀 히어로",2013-01-09,1302907128,0.1,1302907128,185978,185978,341,11677,"한국","굿초이스컷픽쳐스(주)","(주)씨제이이엔엠","전체관람가","드라마","김성훈","김래원"
"톱스타",2013-10-24,1194185500,0.1,1194185500,175153,175153,397,12218,"한국","영화사 문(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","박중훈","엄태웅"
"노리개",2013-04-18,1229614500,0.1,1229614500,169064,169064,278,11564,"한국","주식회사 마운틴픽쳐스","(주)인벤트스톤","청소년관람불가","드라마","최승호","마동석"
"배우는 배우다",2013-10-24,811202000,0,811202000,111948,111948,297,9265,"한국","(주) 루스이소니도스,(주)김기덕 필름","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","신연식","이준"
"5백만불의 사나이",2012-07-19,739789500,0,739789500,104736,104736,331,6393,"한국","(주)하리마오픽쳐스,(주)제이와이피엔터테인먼트,(주)바른손이앤에이","(주)씨제이이엔엠","15세이상관람가","코미디","김익로","박진영"
"인류멸망 보고서",2012-04-11,704635000,0,704635000,97916,97916,236,9556,"한국","지오엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트,타임스토리그룹(주)","15세이상관람가","SF","김지운","류승범"
"577 프로젝트",2012-08-30,695770500,0,695770500,96080,96080,191,5041,"한국","(주)다세포클럽,(주)무브픽쳐스,(주)판타지오,(주)매니지먼트 숲","필라멘트픽쳐스","15세이상관람가","코미디,드라마","이근우","하정우"
"닥터",2013-06-20,495574500,0,495574500,68312,68312,163,4131,"한국","(주)노마드필름","(주)마인스 엔터테인먼트","청소년관람불가","스릴러","김성홍,김유정,배현지","김창완"
"뜨거운 안녕",2013-05-30,315291000,0,315291000,47105,47105,172,3497,"한국","(주)홍필름,(주)수필름","(주)나이너스엔터테인먼트","12세이상관람가","드라마","남택수","이홍기"
"미운오리새끼",2012-08-30,308009500,0,308009500,45454,45454,167,4021,"한국","(주)트리니티엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","곽경택","김준구"
"인피니트 콘서트 세컨드 인베이전 에볼루션 더 무비 3D",2012-10-18,412379000,0,412379000,39577,39577,84,1021,"한국","케이비에스미디어(주),(주)울림엔터테인먼트","골든타이드픽처스(주)","전체관람가","공연,다큐멘터리","손석","김성규"
"복숭아나무",2012-10-31,240262112,0,240262112,33902,33902,201,5072,"한국","구혜선 필름,(유)조이앤컨텐츠그룹","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스","구혜선","조승우"
"I AM",2012-06-21,245809000,0,245809000,33018,33018,137,2685,"한국","(주)씨제이이엔엠,(주)에스엠엔터테인먼트","(주)씨제이이엔엠","전체관람가","다큐멘터리","최진성","정윤호"
"꼭두각시",2013-06-20,227941500,0,227941500,31713,31713,134,2862,"한국","골든타이드픽처스(주)","(주)인벤트스톤","청소년관람불가","공포(호러),스릴러","권영락","이종수"
"더 데이",2012-02-23,192005000,0,192005000,24163,24163,30,139,"한국","(주)씨제스엔터테인먼트","롯데쇼핑㈜롯데시네마","전체관람가","다큐멘터리","백창주","김재중"
"히어로",2013-10-08,158900000,0,158900000,23841,23841,179,2130,"한국","(주)필마픽쳐스 ,(주)프리윌컴퍼니","(주)마인스 엔터테인먼트","전체관람가","가족,SF,드라마","김봉한","오정세"
"비정한 도시 감독판",2012-10-25,161959057,0,161959057,22900,22900,172,3019,"한국","(주)온전한 컴퍼니","(주)인벤트스톤","청소년관람불가","미스터리,스릴러","김문흠","조성하"
"봄, 눈",2012-04-26,143518000,0,143518000,22870,22870,118,2197,"한국","판씨네마(주)","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","드라마","김태균","윤석화"
"웨딩스캔들",2012-09-06,138695000,0,138695000,21295,21295,121,1553,"한국","(주)엔브릭스","(주)마인스 엔터테인먼트","15세이상관람가","코미디,멜로/로맨스","신동엽","김민준"
"완전 소중한 사랑",2013-11-21,129614500,0,129614500,20303,20303,66,1445,"한국","(주)옐로우래빗,(사)문화예술사회공헌 네트워크","주식회사 마운틴픽쳐스","12세이상관람가","드라마","김진민","심이영"
"이별계약",2013-06-20,131141000,0,131141000,18301,18301,64,1355,"한국","(주)씨제이이엔엠","(주)씨제이이엔엠","12세이상관람가","멜로/로맨스,드라마","오기환","펑위옌"
"비스트 앵콜 콘서트 3D",2012-02-29,171432000,0,171432000,16844,16844,75,579,"한국","(주)에스비에스콘텐츠허브","(주)에스비에스콘텐츠허브","전체관람가","공연","손석",NA
"볼츠와 블립",2012-02-23,164590000,0,164590000,16490,16490,61,776,"한국","(주)레드로버,툰박스 엔터테인먼트","(주)씨제이이엔엠","전체관람가","애니메이션,코미디,어드벤처","피터 레페니오티스","김일"
"아티스트 봉만대",2013-08-29,93817000,0,93817000,14188,14188,131,1795,"한국","골든타이드픽처스(주)","씨너스엔터테인먼트(주)","청소년관람불가","코미디","봉만대","봉만대"
"연애의 기술",2013-10-30,64882000,0,64882000,8913,8913,63,1190,"한국","㈜리필름,(유)조이앤컨텐츠그룹","(주)팝엔터테인먼트","청소년관람불가","멜로/로맨스,코미디","이수성","홍수아"
"가자, 장미여관으로",2013-08-14,29545500,0,29545500,8307,8307,21,113,"한국","드림로드,스크린조이","(주)팝파트너스","청소년관람불가","멜로/로맨스,드라마","신정균","성은채"
"원 오브 어 카인드 3D ; G-DRAGON 2013 1ST WORLD TOUR",2013-10-31,90752500,0,90752500,8038,8038,39,331,"한국","케이비에스미디어(주),(주)와이지엔터테인먼트","골든타이드픽처스(주)","전체관람가","공연","손석,정치영","권지용"
