"영화명","개봉일","매출액","매출액점유율","누적매출액","관객수","누적관객수","스크린수","상영횟수","대표국적","제작사","배급사","등급","장르","감독","배우"
"군도: 민란의 시대",2014-07-23,36989711499,2.3,36989711499,4775441,4775441,1394,67252,"한국","(주)영화사 월광,(주)쇼박스","(주)쇼박스","15세이상관람가","사극,액션","윤종빈","하정우"
"타짜-신의 손",2014-09-03,32373120927,2,32373120927,4015361,4015361,890,80584,"한국","(주)싸이더스","롯데쇼핑㈜롯데엔터테인먼트,(주)싸이더스","청소년관람불가","드라마","강형철","최승현"
"조선명탐정 : 사라진 놉의 딸",2015-02-11,30456879428,1.9,30456879428,3872015,3872015,825,80499,"한국","청년필름(주)","(주)쇼박스","12세이상관람가","사극,코미디,어드벤처","김석윤","김명민"
"역린",2014-04-30,29894266890,1.8,29894266890,3849552,3849552,1054,83299,"한국","굿초이스컷픽쳐스(주),(주)파파스필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극","이재규","현빈"
"신의 한 수",2014-07-03,28812027456,1.8,28812027456,3566852,3566852,794,77110,"한국","(주)메이스엔터테인먼트,(주)아지트필름","(주)쇼박스","청소년관람불가","범죄,액션","조범구","정우성"
"끝까지 간다",2014-05-29,27007303900,1.6,27007303900,3450305,3450305,645,84876,"한국","(주)에이디사공육,(주)다세포클럽","(주)쇼박스","15세이상관람가","액션,스릴러,범죄","김성훈","이선균"
"스물",2015-03-25,23563421686,1.4,23563421686,3044811,3044811,926,100161,"한국","(주)영화나무,(주)아이에이치큐","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","이병헌","김우빈"
"극비수사",2015-06-18,22389535897,1.4,22389535897,2860786,2860786,894,66211,"한국","(주)제이콘컴퍼니,(주)영화사 신세계","(주)쇼박스","15세이상관람가","드라마,범죄","곽경택","김윤석"
"표적",2014-04-30,22256769300,1.4,22256769300,2841828,2841828,716,72255,"한국","(주)바른손이앤에이,(주)용필름","(주)씨제이이엔엠","15세이상관람가","액션,드라마","창","류승룡"
"탐정 : 더 비기닝",2015-09-24,20463956973,1.2,20463956973,2625686,2625686,764,54995,"한국","(주)크리픽쳐스","(주)씨제이이엔엠","15세이상관람가","코미디,범죄","김정훈","권상우"
"기술자들",2014-12-24,19894297783,1.2,19894297783,2564340,2564340,641,43224,"한국","(주)트리니티엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","범죄,액션","김홍선","김우빈"
"악의 연대기",2015-05-14,17361815332,1.1,17361815332,2192525,2192525,776,64351,"한국","(주)비에이엔터테인먼트","(주)씨제이이엔엠","15세이상관람가","스릴러","백운학","손현주"
"강남 1970",2015-01-21,17718699499,1.1,17718699499,2192276,2192276,841,53304,"한국","(주)모베라픽처스,(주)쇼박스","(주)쇼박스","청소년관람불가","액션,드라마","유하","이민호"
"나의 사랑 나의 신부",2014-10-08,16636404305,1,16636404305,2141155,2141155,629,69684,"한국","(주)필름모멘텀","씨네그루(주)다우기술","15세이상관람가","멜로/로맨스,코미디","임찬상","조정석"
"뷰티 인사이드",2015-08-20,16148479531,1,16148479531,2053435,2053435,648,52618,"한국","(주)용필름","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","판타지,멜로/로맨스","백","한효주"
"남자가 사랑할 때",2014-01-22,14510222300,0.9,14510222300,1979311,1979311,531,41123,"한국","(주)사나이픽처스,필름트레인","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","멜로/로맨스,드라마","한동욱","황정민"
"용의자",2013-12-24,14408028500,0.9,30037521000,1954586,4131338,618,42310,"한국","(주)그린피쉬,(주)쇼박스","(주)쇼박스","15세이상관람가","액션,스릴러","원신연","공유"
"오늘의 연애",2015-01-14,14924654487,0.9,14924654487,1891993,1891993,709,47237,"한국","(주)팝콘에프앤엠","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스,코미디","박진표","이승기"
"제보자",2014-10-02,13515762802,0.8,13515762802,1755181,1755181,676,58358,"한국","(주)영화사수박","메가박스중앙(주)플러스엠","12세이상관람가","드라마","임순례","박해일"
"쎄시봉",2015-02-05,13571515911,0.8,13571515911,1715370,1715370,829,51744,"한국","유한회사 제이필름,(주)무브픽쳐스","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스,코미디,드라마","김현석","김윤석"
"피끓는 청춘",2014-01-22,11688382888,0.7,11688382888,1676040,1676040,679,36082,"한국","(주)담소필름","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,멜로/로맨스,드라마","이연우","박보영"
"두근두근 내 인생",2014-09-03,12291081634,0.7,12291081634,1624601,1624601,629,40158,"한국","영화사 집","(주)씨제이이엔엠","12세이상관람가","드라마","이재용","김승욱"
"우아한 거짓말",2014-03-13,11728905300,0.7,11728905300,1619277,1619277,573,57493,"한국","(주)유비유필름,(주)무비락","CGV아트하우스","12세이상관람가","드라마","이한","김희애"
"더 폰",2015-10-22,12309164568,0.8,12309164568,1593694,1593694,794,53599,"한국","(주)미스터로맨스","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","스릴러,액션","김봉주","손현주"
"대호",2015-12-16,12104808332,0.7,12104808332,1584168,1584168,892,39599,"한국","(주)사나이픽처스","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","사극","박훈정","최민식"
"해무(海霧)",2014-08-13,11707382519,0.7,11707382519,1475582,1475582,584,33491,"한국","(주)해무,(주)루이스 픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","드라마","심성보","김윤석"
"차이나타운",2015-04-29,11990370378,0.7,11990370378,1472106,1472106,551,45137,"한국","폴룩스픽쳐스(주)","CGV아트하우스","청소년관람불가","범죄,드라마","한준희","김혜수"
"인간중독",2014-05-14,11284912400,0.7,11284912400,1441973,1441973,682,44057,"한국","(주)아이언팩키지","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","멜로/로맨스,드라마","김대우","송승헌"
"찌라시: 위험한 소문",2014-02-20,9111748087,0.6,9111748087,1221427,1221427,560,37426,"한국","(주)영화사수박","(주)씨제이이엔엠","15세이상관람가","범죄,드라마","김광식","김강우"
"빅매치",2014-11-27,8952096578,0.5,8952096578,1177438,1177438,627,38529,"한국","(주)보경사","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","액션","최호","이정재"
"슬로우 비디오",2014-10-02,8913092219,0.5,8913092219,1169562,1169562,618,40665,"한국","이십세기폭스 인터내셔널 프로덕션,(주)영화사AK기쁜우리젊은날","이십세기폭스코리아(주)","12세이상관람가","드라마,코미디","김영탁","차태현"
"장수상회",2015-04-09,8737364643,0.5,8737364643,1165780,1165780,688,52928,"한국","(주)빅픽쳐,(주)씨제이이엔엠","(주)씨제이이엔엠","12세이상관람가","멜로/로맨스,드라마","강제규","박해빛"
"성난 변호사",2015-10-08,8723650039,0.5,8723650039,1128288,1128288,607,36990,"한국","(주)씨제이이엔엠,(주)영화사 빛나는 제국,우수영화사","(주)씨제이이엔엠","15세이상관람가","범죄,액션","허종호","오상철"
"간신",2015-05-21,8946842910,0.5,8946842910,1110246,1110246,697,40580,"한국","(주)수필름","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","사극","민규동","이채민"
"그놈이다",2015-10-28,8096427152,0.5,8096427152,1046015,1046015,681,38678,"한국","상상필름(주),(주)브라더픽처스","CGV아트하우스","15세이상관람가","스릴러","윤준형","주원"
"방황하는 칼날",2014-04-10,7828891800,0.5,7828891800,989906,989906,594,38850,"한국","(주)에코필름","(주)씨제이이엔엠","청소년관람불가","범죄,스릴러","이정호","이진성"
"미쓰 와이프",2015-08-13,7387086869,0.5,7387086869,988451,988451,437,28864,"한국","(주)영화사아이비젼,메가박스중앙(주)플러스엠","메가박스중앙(주)플러스엠","15세이상관람가","코미디","강효진","엄정화"
"우리는 형제입니다",2014-10-23,7263255399,0.4,7263255399,970373,970373,566,41638,"한국","필름있수다","(주)쇼박스","12세이상관람가","코미디,드라마","장진","김성균"
"허삼관",2015-01-14,7408943569,0.5,7408943569,955679,955679,621,27645,"한국","(주)두타연,(주)판타지오픽쳐스","(주)넥스트엔터테인먼트월드(NEW)","12세이상관람가","드라마","하정우","하정우"
"살인의뢰",2015-03-12,6986456737,0.4,6986456737,855980,855980,646,35244,"한국","(주)미인픽쳐스","씨네그루(주)다우기술","청소년관람불가","범죄,스릴러","손용호","김상경"
"손님",2015-07-09,6385937880,0.4,6385937880,828025,828025,634,23404,"한국","(주)유비유필름","(주)씨제이이엔엠","15세이상관람가","판타지,공포(호러)","김광태","류승룡"
"카트",2014-11-13,5928169433,0.4,5928169433,814424,814424,544,28591,"한국","(주)명필름","(주)리틀빅픽쳐스","12세이상관람가","드라마","부지영","염정아"
"상의원",2014-12-24,6204129964,0.4,6204129964,790370,790370,466,17124,"한국","(주)영화사비단길,상의원문화산업전문(유)","(주)쇼박스,(주)와우픽쳐스","15세이상관람가","사극,드라마","이원석","홍수민"
"관능의 법칙",2014-02-13,5858771500,0.4,5858771500,781516,781516,591,30630,"한국","(주)명필름","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","드라마,코미디","권칠인","엄정화"
"열정같은소리하고있네",2015-11-25,4758959902,0.3,4758959902,654102,654102,566,30459,"한국","반짝반짝영화사(주)","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","드라마","정기훈","정재영"
"플랜맨",2014-01-09,4528561558,0.3,4547866558,632299,635740,458,20459,"한국","(주)영화사일취월장","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","성시흡","정재영"
"특종: 량첸살인기",2015-10-22,4754763118,0.3,4754763118,616481,616481,776,31783,"한국","(주)매그넘나인,(주)뱅가드스튜디오","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","스릴러","노덕","조정석"
"서부전선",2015-09-24,4751661400,0.3,4751661400,609063,609063,509,18935,"한국","(주)하리마오픽쳐스","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","전쟁,드라마","천성일","설경구"
"우는 남자",2014-06-04,4924852800,0.3,4924852800,603495,603495,508,22322,"한국","다이스필름(주)","(주)씨제이이엔엠","청소년관람불가","액션,드라마","이정범","장동건"
"패션왕",2014-11-06,4367545379,0.3,4367545379,594871,594871,523,25487,"한국","주식회사 와이랩,(주)노마드필름","(주)넥스트엔터테인먼트월드(NEW)","15세이상관람가","코미디,드라마","오기환","김다율"
"황제를 위하여",2014-06-11,4754501771,0.3,4754501771,592435,592435,423,26736,"한국","오퍼스픽쳐스(유)","유나이티드픽처스(주)","청소년관람불가","액션,범죄","박상준","장한새"
"몬스터",2014-03-13,4138207515,0.3,4138207515,526557,526557,527,25460,"한국","상상필름(주)","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","스릴러","황인호","이민기"
"헬머니",2015-03-05,4120166972,0.3,4120166972,522929,522929,422,24846,"한국","(주)전망좋은 영화사,TCO(주)더콘텐츠온","(주)넥스트엔터테인먼트월드(NEW)","청소년관람불가","코미디","신한솔","김수미"
"또 하나의 약속",2014-02-06,3533799400,0.2,3541402400,497613,498670,192,14847,"한국","(주)또하나의가족 제작위원회,(주)에이트볼픽쳐스","영화사올(주)","12세이상관람가","드라마","김태윤","우혜영"
"소녀괴담",2014-07-02,3554806054,0.2,3554806054,481696,481696,455,19432,"한국","(주)고스트픽처스,(주)주피터필름","(주)리틀빅픽쳐스","15세이상관람가","미스터리,공포(호러)","오인천","강하늘"
"조선미녀삼총사",2014-01-29,3471341321,0.2,3471341321,480361,480361,388,14031,"한국","(주)웰메이드필름","(주)쇼박스","12세이상관람가","코미디,액션,사극","박제현","하지원"
"넛잡: 땅콩 도둑들",2014-01-29,3284391800,0.2,3284391800,479168,479168,382,10818,"한국","(주)레드로버,툰박스 엔터테인먼트","(주)싸이더스","전체관람가","애니메이션,어드벤처,코미디,가족","피터 레페니오티스","윌 아"
"위험한 상견례 2",2015-04-29,3575384754,0.2,3575384754,472693,472693,429,18409,"한국","(주)전망좋은 영화사,TCO(주)더콘텐츠온,(주)마음에드는영화사","롯데쇼핑㈜롯데엔터테인먼트,(주)마인스 엔터테인먼트","15세이상관람가","멜로/로맨스,코미디","김진영","진세연"
"마담 뺑덕",2014-10-02,3728980590,0.2,3728980590,471172,471172,536,21636,"한국","(주)영화사동물의왕국","(주)씨제이이엔엠","청소년관람불가","멜로/로맨스","임필성","정우성"
"순수의 시대",2015-03-05,3740948828,0.2,3740948828,469891,469891,546,23623,"한국","(주)화인웍스,(주)키메이커","(주)씨제이이엔엠","청소년관람불가","사극,드라마","안상훈","신하균"
"오피스",2015-09-03,3460460230,0.2,3460460230,441208,441208,425,18575,"한국","(주)영화사꽃","(주)리틀빅픽쳐스","15세이상관람가","스릴러,미스터리","홍원찬","고아성"
"협녀, 칼의 기억",2015-08-13,3360045489,0.2,3360045489,431310,431310,572,16099,"한국","(주)티피에스컴퍼니","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","사극,액션","박흥식","이병헌"
"무뢰한",2015-05-27,3262207431,0.2,3262207431,414641,414641,482,23660,"한국","(주)사나이픽처스","CGV아트하우스","청소년관람불가","멜로/로맨스","오승욱","김남길"
"좋은 친구들",2014-07-10,3222290031,0.2,3222290031,407253,407253,371,17834,"한국","오퍼스픽쳐스(유),굿초이스컷픽쳐스(주)","(주)씨제이이엔엠","청소년관람불가","범죄,드라마","이도윤","한도진"
"뽀로로 극장판 컴퓨터 왕국 대모험",2015-12-10,2902090600,0.2,2902090600,391760,391760,544,10893,"한국","(주)오콘","(주)넥스트엔터테인먼트월드(NEW)","전체관람가","애니메이션","박영균","이선"
"내 심장을 쏴라",2015-01-28,2856859132,0.2,2856859132,387409,387409,452,20042,"한국","(주)주피터필름","(주)리틀빅픽쳐스,(주)이수C&E","15세이상관람가","드라마","문제용","이민기"
"나의 독재자",2014-10-30,2907311546,0.2,2907311546,386072,386072,654,24221,"한국","반짝반짝영화사(주)","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","드라마","이해준","설경구"
"소수의견",2015-06-24,2892681205,0.2,2892681205,383582,383582,398,16273,"한국","(주)하리마오픽쳐스","(주)시네마서비스","15세이상관람가","드라마","김성제","윤계상"
"경성학교: 사라진 소녀들",2015-06-18,2749609100,0.2,2749609100,356415,356415,489,18520,"한국","청년필름(주),비밀의화원","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","미스터리,드라마","이해영","박보영"
"치외법권",2015-08-27,2664941005,0.2,2664941005,346483,346483,446,15297,"한국","(주)유니프로,(주)스톰픽쳐스코리아","판씨네마(주)","15세이상관람가","액션","신동엽","임창정"
"하이힐",2014-06-03,2750311500,0.2,2750311500,341634,341634,385,16750,"한국","(주)장차앤코","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","범죄,액션","장진","차승원"
"극적인 하룻밤",2015-12-03,2610567429,0.2,2610567429,320884,320884,434,18332,"한국","(주)연우무대,(주)인사이드픽쳐스","CGV아트하우스","청소년관람불가","멜로/로맨스,코미디","하기호","윤계상"
"도리화가",2015-11-25,2246950339,0.1,2246950339,317505,317505,563,19168,"한국","(주)영화사 담담,(주)어바웃잇","(주)씨제이이엔엠","12세이상관람가","사극,드라마","이종필","류승룡"
"레드카펫",2014-10-23,2405669580,0.1,2405669580,316953,316953,385,17696,"한국","씨네주(유),(주)누리픽쳐스","(주)프레인글로벌","15세이상관람가","멜로/로맨스,코미디","박범수","윤계상"
"다이노 타임",2015-04-30,2108596800,0.1,2108596800,284900,284900,430,6713,"한국","주식회사 토이온","(주)씨제이이엔엠","전체관람가","애니메이션,어드벤처,코미디","최윤석,존 카프카","멜라니"
"함정",2015-09-10,2090877200,0.1,2090877200,257990,257990,445,10899,"한국","(주)에이치에스이디","(주)인벤트스톤","청소년관람불가","스릴러,범죄","권형진","마동석"
"조선마술사",2015-12-30,1506449794,0.1,1506449794,224657,224657,596,4922,"한국","위더스필름(주)","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","드라마","김대승","유승호"
"연애의 맛",2015-05-07,1725990153,0.1,1725990153,214539,214539,398,12474,"한국","(주)청우필름","(주)와우픽쳐스,(주)쇼박스","청소년관람불가","멜로/로맨스,코미디","김아론","오지호"
"덕수리 5형제",2014-12-04,1590807200,0.1,1590807200,210777,210777,346,10719,"한국","㈜기억속의매미","롯데쇼핑㈜롯데엔터테인먼트","15세이상관람가","코미디,스릴러","전형준","윤상현"
"아빠를 빌려드립니다",2014-11-20,1190329500,0.1,1190329500,172652,172652,326,8457,"한국","(주)이스트스카이필름,(주)어뮤즈엔터테인먼트","메가박스중앙(주)플러스엠,(주)레드로버","12세이상관람가","코미디,가족,드라마","김덕수","김상경"
"내부자들: 디 오리지널",2015-12-31,1236787715,0.1,1236787715,160148,160148,595,1540,"한국","(유)내부자들 문화전문회사","(주)쇼박스","청소년관람불가","범죄,드라마","우민호","신지수"
"최강전사 미니특공대 : 새로운 악당의 습격",2015-02-05,1171479200,0.1,1171479200,155348,155348,318,4610,"한국","(주)삼지애니메이션","에이원엔터테인먼트","전체관람가","애니메이션","이영준","엄상현"
"워킹걸",2015-01-07,1201963479,0.1,1201963479,151550,151550,308,7086,"한국","(주)홍필름,(주)수필름","메가박스중앙(주)플러스엠","청소년관람불가","코미디,멜로/로맨스","정범식","조여정"
"은밀한 유혹",2015-06-04,1137666247,0.1,1137666247,145547,145547,394,14968,"한국","(주)영화사비단길,(주)수필름","(주)씨제이이엔엠","15세이상관람가","멜로/로맨스,범죄","윤재구","임수정"
"가시",2014-04-10,1095301000,0.1,1095301000,142170,142170,356,11622,"한국","(주)캠프비,(주)뱅가드스튜디오","(주)인벤트스톤","청소년관람불가","멜로/로맨스,드라마","김태균","장혁"
"맨홀",2014-10-08,1084557130,0.1,1084557130,133663,133663,286,10324,"한국","(주)화인웍스","롯데쇼핑㈜롯데엔터테인먼트","청소년관람불가","공포(호러),스릴러","신재영","정경호"
"나의 절친 악당들",2015-06-25,1054470664,0.1,1054470664,133553,133553,384,9830,"한국","휠므빠말주식회사,이십세기폭스 인터내셔널 프로덕션","이십세기폭스코리아(주)","청소년관람불가","범죄,액션,드라마","임상수","류승범"
"퇴마: 무녀굴",2015-08-20,951843500,0.1,951843500,120802,120802,331,6463,"한국","(주)케이프로덕션,플로우식스(주),버티고필름","씨네그루(주)다우기술","15세이상관람가","공포(호러),스릴러","김휘","김성균"
"돌연변이",2015-10-22,748816684,0,748816684,100523,100523,399,6827,"한국","영화사 우상","필라멘트픽쳐스","12세이상관람가","드라마,코미디","권오광","이광수"
"집으로 가는 길",2013-12-11,675687000,0,13049026745,91480,1854711,149,3085,"한국","(주)씨제이이엔엠,(주)다세포클럽","(주)씨제이이엔엠","15세이상관람가","드라마","방은진","전도연"
"터널 3D",2014-08-20,620874000,0,620874000,80989,80989,264,5076,"한국","(주)필마픽쳐스 ,(주)씨제이에스지 마당엔터테인먼트","(주)박수엔터테인먼트","15세이상관람가","공포(호러),스릴러","박규택","정유미"
"쓰리 썸머 나잇",2015-07-15,616132846,0,616132846,77621,77621,297,5391,"한국","더램프(주),㈜감독의집","(주)리틀빅픽쳐스,(주)인벤트스톤","청소년관람불가","코미디","김상진","김동욱"
"정글히어로",2014-10-02,511579300,0,511579300,72047,72047,287,2825,"한국","원더월드 스튜디오,(주)디씨지플러스","(주)씨제이이엔엠","전체관람가","애니메이션","박태동,마우리시오 드 라 오르타","심규혁"
"미안해 사랑해 고마워",2015-10-28,359247800,0,359247800,51207,51207,344,6541,"한국","타임박스엔터테인먼트(주)","(주)쇼박스","15세이상관람가","드라마","전윤수","지진희"
"비밀",2015-10-15,369339300,0,369339300,50196,50196,305,5180,"한국","영화사 도로시(주),(주)에스에이치기획","CGV아트하우스","15세이상관람가","미스터리,드라마","박은경,이동하","성동일"
"설계",2014-09-18,347980800,0,347980800,45726,45726,257,5465,"한국","(주)율","(주)팝엔터테인먼트","청소년관람불가","스릴러","박창진","오상철"
"약장수",2015-04-23,314542400,0,314542400,44214,44214,282,4312,"한국","(주)26컴퍼니","(주)대명문화공장,(주)나이너스엔터테인먼트","15세이상관람가","드라마","조치언","김인권"
"백프로",2014-04-03,284106600,0,284106600,37909,37909,236,4915,"한국","(주)시네마제니스","(주)마인스 엔터테인먼트","15세이상관람가","코미디,드라마","김명균","윤시윤"
"에스엠타운 더 스테이지",2015-08-13,284650500,0,284650500,35857,35857,65,652,"한국","(주)에스엠 컬처앤콘텐츠","주식회사 디에스이이디","전체관람가","다큐멘터리","배성상",NA
"GROW: 인피니트의 리얼 청춘 라이프",2014-12-04,189774200,0,189774200,23926,23926,71,828,"한국","(주)울림엔터테인먼트","골든타이드픽처스(주)","전체관람가","드라마","김진수","김성규"
"고스트 메신저 극장판",2014-05-22,184194000,0,184194000,23802,23802,81,1211,"한국","(주)스튜디오 애니멀","에이원엔터테인먼트","12세이상관람가","애니메이션,SF,판타지","구봉회","양정화"
"극장판 뛰뛰빵빵 구조대 미션: 둥둥이를 구하라!",2014-08-07,144062800,0,144062800,21939,21939,91,954,"한국","(주)빅스크리에이티브,(주)디씨지플러스,차이나필름그룹","메가박스중앙(주)플러스엠","전체관람가","애니메이션","방형우","양정화"
"캐치미",2013-12-18,103029500,0,3396292000,13692,494126,51,713,"한국","(주)소넷엔터테인먼트,(주)스튜디오 산타클로스엔터테인먼트","롯데쇼핑㈜롯데엔터테인먼트","12세이상관람가","코미디,멜로/로맨스","이현종","김아중"
"어우동: 주인 없는 꽃",2015-01-29,68421000,0,68421000,13123,13123,19,384,"한국","(유)조이앤컨텐츠그룹,㈜리필름","(주)드림팩트엔터테인먼트","청소년관람불가","멜로/로맨스","이수성","백도빈"
"폴라로이드",2015-07-16,82417500,0,82417500,12457,12457,27,169,"한국","(주)아우라씨엔씨","와이드 릴리즈(주)","전체관람가","드라마,가족","주호성","양범"
"타투",2015-12-10,99255100,0,99255100,12102,12102,133,1223,"한국","(주)다세포클럽,(주)코리아스토리","와이드 릴리즈(주)","청소년관람불가","스릴러","이서","송일국"
"검은손",2015-04-16,89815665,0,89815665,11650,11650,178,2572,"한국","골든타이드픽처스(주)","(주)스톰픽쳐스코리아","청소년관람불가","공포(호러)","박재식","김성수"
"제 7기사단",2015-09-10,80160964,0,80160964,10710,10710,95,1155,"한국","(주)루카프로덕션","메가박스중앙(주)플러스엠","15세이상관람가","액션,어드벤처","키리야 카즈아키","클라이"
"슈퍼레이서 엔지",2015-09-10,73587800,0,73587800,10612,10612,126,694,"한국","(주)크레이지버드스튜디오","(주)에이원엔터테인먼트","전체관람가","애니메이션","허선","손무성"
"신화 라이브 3D 더 레전드 컨티뉴스",2014-12-11,114524000,0,114524000,9817,9817,29,336,"한국","KBS 미디어,(주)이오콘텐츠","골든타이드픽처스(주)","전체관람가","공연,다큐멘터리","손석","문정혁"
"두 아내",2014-03-17,8695000,0,8695000,9814,9814,21,79,"한국","(유)조이앤컨텐츠그룹","(유)조이앤컨텐츠그룹","청소년관람불가","멜로/로맨스","이숭환","박유미"
"한 번도 안 해본 여자",2014-01-16,71166500,0,72481500,9469,9732,66,752,"한국","(주)무비포지","(주)팝엔터테인먼트","청소년관람불가","멜로/로맨스,코미디","안철호","황우슬"
"메이크 유어 무브",2014-04-17,73741600,0,73741600,9368,9368,96,1467,"한국","(주)씨제이이엔엠,(주)에스엠엔터테인먼트","(주)씨제이이엔엠","12세이상관람가","멜로/로맨스,드라마","듀안 아들러","보아"
"의궤, 8일간의 축제 3D",2014-04-17,45334000,0,45334000,7956,7956,18,470,"한국","케이비에스미디어(주),KBS 미디어","케이비에스미디어(주),KBS 미디어","전체관람가","다큐멘터리","최필곤","여진구"
"배꼽과 무릎사이",2014-05-22,49564000,0,49564000,7448,7448,20,118,"한국","(주)케이알씨지","스크린조이","청소년관람불가","멜로/로맨스,드라마",NA,"허동원"
"꾸루꾸루와 친구들: 무지개 나무의 비밀",2015-11-19,51367500,0,51367500,7345,7345,103,578,"한국","(주)팡고엔터토이먼트","(주)팝엔터테인먼트","전체관람가","애니메이션","문제대","서유리"
"맛있는 택배",2015-04-02,31122000,0,31122000,6276,6276,50,130,"한국","(주)로드하우스","노바엔터테인먼트","청소년관람불가","멜로/로맨스","기대호","송기준"
"서태지밴드 콘서트투어 '콰이어트나이트'",2015-11-26,52669600,0,52669600,5908,5908,6,151,"한국","(주)서태지컴퍼니","(주)서태지컴퍼니","전체관람가","공연","서태지","서태지"
"스퀴시랜드",2014-06-04,38111300,0,38111300,5473,5473,55,443,"한국","팔레드시네마(주),루크필름(주)","(주)인벤트스톤","전체관람가","애니메이션","김태익","배정미"
"맛",2014-01-16,14002000,0,14002000,5057,5057,19,40,"한국","(주)스크린다","(주)스크린다","청소년관람불가","멜로/로맨스,드라마","경석호","정현우"
"밀애",2014-07-24,16206000,0,16206000,4770,4770,19,44,"한국","펀펀한영화사","(주)레몬트리픽쳐스","청소년관람불가","드라마,멜로/로맨스","김인규,김민준","유라성"
"세상끝의 사랑",2015-11-12,37203300,0,37203300,4746,4746,97,929,"한국","(주)담소필름","(주)스톰픽쳐스코리아","청소년관람불가","멜로/로맨스","김인식","한은정"
"야누스: 욕망의 두 얼굴",2014-08-14,20193000,0,20193000,4122,4122,20,85,"한국","(주)패스파인더씨앤씨","(주)미디어데이","청소년관람불가","미스터리,멜로/로맨스","손영호","오인혜"
